par_id	art_id	keyword	country_code	text	label	class	text_len	text_len_binned
10401	@@20862113	refugee	lk	vener akmeemana dayarathana thera arriv colombo crime divis ccd short ago give statement connect incid mount lavinia septemb group protest allegedli harass group myanmar refuge h comment	0	0	290	(200, 300]
10402	@@25189751	vulnerable	ie	mickelson strike move ball look deliber caus lot head scratch hereh usual stickler rule might vulner conduct unbecom profession rulingwhich would reput shredderand stroke enough penalti	0	0	285	(200, 300]
10403	@@14799035	disabled	ng	justic crutch nigeria sever ethic disabl rogu judg the longheld suspicion grand decay laid bare depart state servic arrest total seven judg sever part countri oper last weekend two arrest suprem court justic dure oper dss claim agent recov total n million hous three judg though depth corrupt shock fight must within law countri	0	0	561	(500, 600]
10404	@@3590083	migrant	sg	thi way visibl invis frontier creat still despit mani shortcom india histori handl migrant hold valuabl lesson europ	0	0	175	(100, 200]
10405	@@8370622	poor-families	ph	the chanc help margin becam person son becaus need law shall also grant poor famili special child suffici access opportun like i done israel de lima ad	1	0	262	(200, 300]
10406	@@15928199	poor-families	hk	spanish polic arrest chines nation suspect run call center luxuri villa swindl million euro hk million compatriot china we talk thousand chines citizen mainli poor famili rob modest save led victim commit suicid polic commission eloy quiro	0	0	416	(400, 500]
10407	@@1811952	in-need	tz	he said decis help need benefit person rather assist given group employe one way anoth u help need	1	0	228	(200, 300]
10408	@@4542224	homeless	my	most homeless abil work greater challeng u help sustain job said	1	0	137	(100, 200]
10409	@@15277974	vulnerable	za	democrat bank toxic presenc trump top republican ticket help dent chanc vulner sit republican notabl ron johnson wisconsin kelli ayott new hampshir pat toomey pennsylvania	0	0	262	(200, 300]
10410	@@20547785	disabled	sg	as minist state work youth group engag energi ideal improv childcar servic support work mother enhanc support disabl set centr enabl live later becam sg enabl	1	0	265	(200, 300]
10411	@@4623770	immigrant	jm	within week offici say washington like deport two million immigr presid six year date offic	0	0	143	(100, 200]
10412	@@14840188	immigrant	za	thi follow complaint eight metal allsort worker immigr right organis passop the nation union metalwork south africa numsa	0	0	165	(100, 200]
10413	@@13720373	migrant	au	the us coast guard repatri cuban migrant pick sea part surg attempt reach unit state communistrun island servic say	0	0	177	(100, 200]
10414	@@7657680	poor-families	gb	human remain former walker croft burial ground manchest victoria station exhum victoria station redevelop hundr poor famili buri rail platform build mani fallen victim victorian cholera epidem walker croft th centuri church graveyard link nearbi victorian workhous victoria arch use air raid shelter second world war h bank chamber off portland street	0	0	509	(500, 600]
10415	@@16435384	homeless	in	school also provid inform whether provid free hostel text book homeless child the aadhar card number made compulsori duti school help student obtain	0	0	232	(200, 300]
10416	@@18393280	hopeless	pk	the minist said suprem court given hopeless verdict make peopl take street show resent he said court proceed jit report conduct open court he said we face injustic militari ruler ziaulhaq rule sustain bullet injuri we made commit soul zulfikar ali bhutto benazir bhutto rid countri nawaz sharif corrupt famili	0	0	483	(400, 500]
10417	@@40016081	disabled	ng	accord insid sourc within southafrican chapter church pastor chri hire peopl pretend sick disabl proceed heal live televis show public prayer meet would seem like classic conman move seen nollywood movi	0	0	308	(300, 400]
10418	@@19315301	homeless	jm	after almost two month homeless due fire osbourn peanut dread elli said grown weari wait handout forthcom	0	0	158	(100, 200]
10419	@@19664196	immigrant	jm	the driver broil tractortrail found pack immigr outsid walmart san antonio charg yesterday death passeng could face death penalti hellish journey	0	0	222	(200, 300]
10420	@@2496151	refugee	za	refuge horn africa mainli somali alloc first third monday month greater lake refuge must call second last monday give one refuge total four hour per month ring satur phone line	0	0	279	(200, 300]
10421	@@13923837	migrant	au	the countri spare kind islamist attack suffer germani franc belgium but fear tension grow past month fuell antimigr campaign popular rightw freedom parti fpo	0	0	247	(200, 300]
10422	@@8638786	migrant	ng	the european commiss announc extens border control passportfre schengen zone step effort tackl biggest influx migrant refuge sinc world war ii	0	0	206	(200, 300]
10423	@@14409706	poor-families	pk	bisp sinc incept emerg one best social safeti net world cater million poor famili across pakistan unit kingdom depart intern develop dfid also part mission the mission held review program islamabad th th septemb	0	0	336	(300, 400]
10424	@@4665292	women	jm	i nt believ abort i think wick i would tell woman child god provid said julen	1	0	137	(100, 200]
10425	@@223398	women	gb	the organis said woman unemploy could reach almost million govern continu current job plan	0	0	143	(100, 200]
10426	@@19086894	vulnerable	my	she said everyon role play improv industri condit consum question fish come look fisherman vulner group h comment	0	0	185	(100, 200]
10427	@@21927449	migrant	tz	thi weak exploit fullest sort foreign crimin it imper mention sort illeg migrant must prevent enter tanzanian territori it high time state stem rot	0	0	243	(200, 300]
10428	@@9995781	refugee	us	syrian refuge child use pictur pok mon ask help new social justic campaign revolutionari forc syria coalit made opposit group fight syrian presid bashar alassad	0	0	241	(200, 300]
10429	@@7989419	hopeless	pk	pakistani humor late releg polit there satir show everi channel similar concept everi channel lookalik imran khan asif ali zardari main nawaz sharif these show extens news nation hopelessli addict like someon drug so essenc show tend bring moral public even i tend flip show	0	0	474	(400, 500]
10430	@@16806999	vulnerable	ph	carlo ad ineptitud would leav system vulner miscarriag justic state left recours correct action carri death sentenc person later could found innoc	0	0	264	(200, 300]
10431	@@9968856	refugee	sg	wuerzburg germani the islam state group tuesday jul releas video purportedli featur yearold afghan refuge went axe rampag german train injur five peopl two critic	0	0	222	(200, 300]
10432	@@25710733	in-need	ie	the goal new partnership provid countri ngo public unpreced level access data platform monitor environment chang onc complet platform allow countri see area need immedi attent also allow track progress made ecosystem far	0	0	392	(300, 400]
10433	@@14994957	refugee	ca	they one household furnitur bank track serv year anoth wait list social servic agenc these client includ woman child escap violent situat newcom refuge veteran deal mental ill	0	0	315	(300, 400]
10434	@@18241741	vulnerable	pk	the situat chang time those field journal still stay vulner threat kidnap said pakistani journalist polit comment asma shirazi	0	0	207	(200, 300]
10435	@@22262117	homeless	gh	they lament render homeless nowher els stay	0	0	83	(0, 100]
10436	@@16709748	homeless	in	there around flyover nation capit sight geeta coloni flyover rail stolen thi first time rail miss happen mani time rag picker homeless drug addict beggar said behind theft as happen mainli night pwd option replac rail frequent result heavi loss exchequ	0	0	462	(400, 500]
10437	@@16808754	refugee	hk	european union countri taken around refuge overburden greec itali despit promis share almost month ago a european commiss progress report refuge emerg show reloc greec hundr thousand migrant pictur enter countri last year commiss vicepresid fran timmerm	0	0	398	(300, 400]
10438	@@25611064	hopeless	in	sinc court begun implement variou preserv law recent nonloc prohibit offer prayer monument premis offici declar case hopeless caus rebuk local govern failur devis preserv plan swiftli enough	0	0	335	(300, 400]
10439	@@25772335	vulnerable	my	one possibl tighten child care centr act consid need includ registr child minder look one three child these often vulner requir solut	0	0	218	(200, 300]
10440	@@16895233	migrant	my	after announc made unscrupul peopl take advantag charg illeg immigr rm get card said mustafar	0	0	166	(100, 200]
10441	@@24581066	migrant	ca	now four year sinc found lc notari corpor team consist seven peopl keep grow everi year dure time cazacu nomin award sever prestigi local provinci nation award he bc best immigr entrepreneur year award small busi bc busi person year award langley chamber commerc	0	0	446	(400, 500]
10442	@@15786261	hopeless	nz	if use depress exampl issu caus feel hopeless often attribut lack confid	0	0	145	(100, 200]
10443	@@18505544	in-need	gh	uganda south sudanes refuge need humanitarian aid	0	0	73	(0, 100]
10444	@@20769616	poor-families	ng	desertif affect yunusari yusufari karasuwa machina geidam bursari local govern area increasingli diminish space agricultur activ livestock develop for mani year yobe state scream ask help deal desertif depriv mani poor famili mean livelihood even shelter one need visit tulotulo yusufari local govern area pictur disast make life difficult everi day thousand famili	1	0	570	(500, 600]
10445	@@3923193	refugee	gb	more volunt spent night surviv camp highlight plight refuge winter	1	0	112	(100, 200]
10446	@@13668760	immigrant	nz	i never thought i write greater good oldfashion taxi monopoli bear sure car nt great throw away valuabl social contributor afford small busi allow ten thousand immigr get foothold learn english rais famili becom kiwi	0	0	375	(300, 400]
10447	@@20361725	women	ph	nu thu gave new coach babe castillo win welcom collegi level took roger gorayeb follow conclus uaap season woman volleybal tournament	0	0	199	(100, 200]
10448	@@19829628	migrant	za	mike penc like american also grandchild immigr hi mother father richard michael crawley immigr ireland work bu driver he speak english though like would clear admiss rais act	0	0	268	(200, 300]
10449	@@16144983	vulnerable	sg	the vulner older rider per cent incid involv age retire lim chwee leong still coma fall escal bishan mrt station last month	0	0	221	(200, 300]
10450	@@20184269	migrant	my	of illeg immigr brought court	0	0	79	(0, 100]
10451	@@1905376	refugee	ke	it like town refuge camp	0	0	44	(0, 100]
10452	@@4681406	poor-families	bd	dure busi harvest period common child work field help famili sinc possibl poor famili hire extra manpow depend young famili member small chore	0	0	245	(200, 300]
10453	@@18620867	poor-families	pk	provinci minist school educ rana mashhood ahmad khan said punjab govern leadership chief minist shehbaz sharif make invest youth bright futur distribut laptop part strategi he said pmln govern punjab elimin booti mafia freed educ system influenc aristocraci revolutionari measur taken improv educ system due student even poor famili get educ top institut pakistan abroad he express view address laptop distribut ceremoni held govern viqarunnisa colleg in fourth phase laptop distribut laptop distribut among talent student rawalpindi district mna malik abrar mpa parliamentari secretari ch sarfarz afzal mpa sobia satti act commission rawalpindi talat mehmood gondal addit secretari hec ajmal bhatti student teacher present larg number	1	0	1105	(1100, 1200]
10454	@@22338535	vulnerable	ie	we challeng i suggest turn time celebr sustain commit awar care day act surviv said mr higgin thank work support vulner	1	0	244	(200, 300]
10455	@@24811722	migrant	bd	trump prais homeland secur secretari kirstjen nielsen presid critic privat enough view stop illeg immigr	0	0	172	(100, 200]
10456	@@20119819	migrant	za	britain tech workforc made foreign worker countri decid leav eu migrant within europ hastili choos avoid uk somewher come make live	0	0	218	(200, 300]
10457	@@10136116	women	hk	among code rubi woman coder score averag point male coder score point python emerg anoth favorit script languag woman coder edg past male coder point	0	0	232	(200, 300]
10458	@@23358914	immigrant	my	he also claim order random ident card scan airport sabah deputi prime minist dato seri dr ahmad zahid hamidi show govern seriou solv illeg immigr issu sabah	0	0	248	(200, 300]
10459	@@23737265	women	in	more woman accus compani cofound harvey weinstein one hollywood influenti men sexual misconduct includ rape weinstein deni nonconsensu sex anyon	0	0	225	(200, 300]
10460	@@23765535	women	sg	when sen elizabeth warren attempt argu confirm sen jeff session us attorney gener senat major leader mitch mcconnel attempt silenc she kept speak he describ action use nowfam phrase nevertheless persist it becom slogan mani woman goto empow apparel one rais plan parenthood	0	0	441	(400, 500]
10461	@@8701412	homeless	in	anoth find suggest major child caught wrong foot till assam live parentsguardian homeless	0	0	173	(100, 200]
10462	@@22092971	homeless	gh	the sad spectacl occur saturday decemb repeat tuesday decemb today gather creat uneasi calm area affect public offici render homeless	0	0	230	(200, 300]
10463	@@4676355	refugee	pk	the pakistani polic came hous told u leav hoji karim afghan refuge tell ordeal they threw thing onto street	0	0	172	(100, 200]
10464	@@19612634	disabled	ie	when mari odonoghu went look special school intellectu disabl son paul depart educ respons blunt said ineduc	0	0	203	(200, 300]
10465	@@14297363	women	lk	sri lankan norm cultur inhibit woman take part beauti pageant pressur famili amritaa urg young hope tri convinc famili get support take part beauti contest give platform show one skill talent her success inspir	1	0	348	(300, 400]
10466	@@70091353	vulnerable	ph	he ad afp continu bank applic whole nation whole govern approach involv use sustain peac engag vulner commun protect npa exploit	0	0	258	(200, 300]
10467	@@20282330	in-need	ng	she one huge platform inform go place realli need know go hometown she alway avail platform voic also resourc tangibl resourc help need houston around	1	0	286	(200, 300]
10468	@@16753236	hopeless	in	anja ringgren loven i ca nt find word describ i feel may god almighti keep bless alway give strength sound health continu good work you gave hope hopeless have much respect stay bless good fellow say one comment facebook god bless mission glad see hope child grow love well fed happi fun go school say anoth	1	0	502	(500, 600]
10469	@@16779383	homeless	ie	guin world record lb layer munchi monstros tweet deliv immedi la midnight mission homeless a good day	1	0	170	(100, 200]
9	@@3449225	homeless	ph	nueva era iloco nort no famili shall homeless watch municip govern said town city manager aldrin garvida	1	1	138	(100, 200]
33	@@8301323	disabled	pk	arshad say besid learn mani new aspect sport leadership learnt fastdevelop state use sport tool make grow effort disabl underprivileg depart behind level	1	1	244	(200, 300]
34	@@24150149	disabled	ng	tight food for thought employe fed disabl man becom net sensat	1	1	66	(0, 100]
36	@@20493025	homeless	ng	the foundat urg will rais investment trust homeless victim click tie in donat	1	1	123	(100, 200]
38	@@19143133	hopeless	bd	rizvi there joyousness eid h the citizen carry nation becom hopeless	1	1	95	(0, 100]
42	@@4591694	hopeless	jm	vanessa feel hopeless final solar day increas cri help yield respons resid magistr position maintenance state her missive convey court offici investig offic shaver advoc	1	1	295	(200, 300]
44	@@20860277	vulnerable	ng	comrad david kerigbo ugondo born famili tardy pa akerigbo adikpo wife mr. pam akerigbo adikpo th daytime octob achagh mbaduku vandeikya local govern benu state hi th natal day would th octob a well secur nigeria gave birth nurtur comrad david year meritori servic industri union it tragic unsecur federal republic of nigeria made vulner daylight gunshot william ashley sunday septemb crimin arm robber attack around birnin gwari town kaduna state whitethorn god grant dupe includ armi captain infant babi etern rest paradis	1	1	692	(600, 700]
45	@@4002879	refugee	us	current impart palestinian peopl noth tini territori gaza strip de facto prison palestinian refuge well scatter isol villag citi west bank	1	1	236	(200, 300]
55	@@9305263	disabled	jm	concluded past year show hand jillion mustard seed commun assist care abandon disabl hivaidsaffect child pregnant teenag accommod dwelling across island h advertis	1	1	292	(200, 300]
57	@@925986	migrant	gb	she said it may fact immigr east european countri better educ attach labour securities industry nativ popul	1	1	164	(100, 200]
60	@@20227078	homeless	ke	sprightliness street remark realli differ home often sleep hungri cold landlord whorl awino therefor alway grate form man came rescu took boma rescu center home base provid temporari shelter homeless person child	1	1	335	(300, 400]
61	@@16668574	poor-families	gh	mwesigwa order youth learn lesson good exampl hero contribut liber struggl the commun servic conduct cell degree district ruanda last saturday morn thousand youth particip clear school induce renov hous poor famili	1	1	321	(300, 400]
77	@@22454828	homeless	nz	in septemb major nottl set foot melbourn canberra plead nation solut homeless person problem	1	1	129	(100, 200]
78	@@17256815	women	lk	but prabha one fortun woman lot famili support my husband parent sibl stood throughout difficult time my husband great support he would segreg medicin stapl togeth requir dosag take time ane eat medicin famili support crucial damn world if famili psycholog support amount outsid support help adher key word famili take patient complet treatment journey i psychologist yet none coping mechan piece of work just imagin plight patient treatment literaci support said	1	1	794	(700, 800]
83	@@4672144	homeless	pk	the demograph pakistan india similar poverti widespread issu accord fao percent child pakistan malnourish underweight imputable lack access adequ solid food and nt enough pakistan th largest food produc countri howev percent popul food insecur with massiv incom inequ persist rha brilliant movement we collect leftov extra solid food restaur distribut homeless hungri local	1	1	573	(500, 600]
105	@@4678368	hopeless	pk	satisfact dwell permit other live live early life never tri clasp someon els share alway reproduc complexion gore peopl swallow helpless hopeless yet sob due supplication conscienc 1 grasp wipe tear rationality caus	1	1	335	(300, 400]
107	@@16900972	homeless	ke	hi present chamber crataegus laevigata quit humbl shiyani tini outer space neatli organ sportsmanlike mani peopl pa manag visit outer space partial hidden behind tree give rel privaci at that place mani homeless sleep around station captain xoli mbele nearbi johannesburg central polic station said	1	1	400	(300, 400]
111	@@7849643	in-need	nz	aussi blogger constanc hall rais service queen help kenyan missy need	1	1	122	(100, 200]
112	@@25160721	homeless	sg	she turn modest home secure vulner especi elderli find homeless unrecorded street	1	1	149	(100, 200]
118	@@24885862	in-need	za	thi rhetor anthropologist laura agust n call rescu industri term use describ peopl institut conceptu sex worker dupe take save catherin mackinnon argu exampl prostitut woman sexuality men would never otherwis sex	1	1	348	(300, 400]
132	@@15483547	in-need	ng	the legisl concern divers shsbillion conting fund parliamentari commiss yet govern could extend adequate food for thought relief area postulate includ district isingiro rakai karamoja realm	1	1	251	(200, 300]
137	@@26237048	refugee	sg	with repatri programme tatter investment trust evapor million resort evergrow need rohingya muslim fled myanmar bangladesh expression blue futur one year latest erupt decadesold conflict	1	1	238	(200, 300]
149	@@1387882	disabled	us	krueger recent har creativ selfpublish account book featur poem artwork photographi short stori ill disabl artist around earth she hope record book contain body of work well show talent disabl peopl	1	1	296	(200, 300]
151	@@19974860	poor-families	in	parent tiddler die must get compens free medicin must provid poor famili across upward ram gopal yadav	1	1	138	(100, 200]
152	@@18323373	hopeless	jm	desper fright gloomy futur fill difficulti endure amplifi aggress heartless tendenc it final seminal fluid rest societi perceiv collect faceless unnamed heartless careless have continu exploit marginalis despis sentenc life hopeless	1	1	378	(300, 400]
154	@@20663936	disabled	ng	when peopl find caus problem early break home steal nt good final result beg you see peopl without deform beg peopl disabl oeuvre feed mouth you ask type countri federal republic of nigeria even man missive would choru maxim two wrong nt micturate right the countri nt work peopl want surviv anyhow they eat say	1	1	496	(400, 500]
155	@@4755947	homeless	us	nona ogara supervisory program center said resid we tell never stateless alway home	1	1	182	(100, 200]
157	@@21712008	poor-families	ca	we alarm learn recent circul propos would eviscer lifelin program leav mani vulner peopl countri without access afford commun as well awar lifelin program provid modest monthli subsidi connect lowincom american earpiece internet servic as broadband price continu soar afford continu suffer adopt gap remain the lifelin program proven critic poor famili peopl color caught wrong english digit divid	1	1	601	(600, 700]
161	@@20414278	hopeless	pk	guterr cite longstand histori discrimin hopeless extrem poverti rohingya warn possibl ethnic cleans	1	1	162	(100, 200]
162	@@19284346	refugee	ng	it host refuge countri africa continu continue border open flee battle persecut	1	1	140	(100, 200]
171	@@18450304	women	bd	i excit see monetari result busi donat toward cooper sinc i also part xosu 1 interest money go utilisation differ get among woman uganda triplett said	1	1	293	(200, 300]
177	@@16626471	immigrant	in	the unit of measurement state nation immigr proud preeminence we call for keep countri good focus peopl actual pose threat we also keep threshold open sanctuary indigence assist that	1	1	310	(300, 400]
179	@@15574765	women	ca	jenni neal region director grandmoth advocaci network saskatchewan manitoba display orang scarf sculptur prairi wind river land th novemb promot day orang rais awar violenc womengreg pender the starphoenix	1	1	313	(300, 400]
182	@@20662129	migrant	ie	he mani interest one euphony he play pianissimo he wrote sever song convey long home emigr among galway bay	1	1	170	(100, 200]
187	@@24814760	in-need	bd	we ploughshare ball shaped respons respond crisi we commend former act pity gener way especi govern east pakistan legion commun region continu provid safe refug neighbour need said	1	1	290	(200, 300]
194	@@7480261	poor-families	ie	sadli mani bodi civilian killing rise never claim author laid citi hall poor famili mean buri love one	1	1	190	(100, 200]
195	@@4478900	homeless	gb	hous minist hiram ulysses grant shapp advert the plight homeless peopl mind yr round christma	1	1	133	(100, 200]
197	@@7384248	vulnerable	us	it realize want protect one home famili conflict must ralli togeth human understand respons facilitate world vulner surviv rebuild life thither hundr thousand refuge want noth safe place famili they travel incred peril circumst avoid live place ravag state of war terror their suffer someth understand the countri neighbor syria jordan lebanese republic turkey iraq alreadi taken million peopl take	1	1	674	(600, 700]
206	@@25312066	refugee	hk	smyth told hkfp the biggest challeng study polici i think refuge add up asylum seeker unabl piece of work tiddler kid stateless that realli caus lot tension commun	1	1	270	(200, 300]
212	@@7916553	poor-families	pk	the bisp provid servic financi funding million poor famili across pakistan marvi say ad govern mission reduc number ensur misfortunate famili enabl becom selfsupport get rid poverti	1	1	272	(200, 300]
217	@@3410923	immigrant	ie	information technology manifestli correct though irish commun loss leader among inaugural say to live new house of york make awar hard work famili orient mexican immigr actual	1	1	224	(200, 300]
218	@@2567405	migrant	ph	martinez said bishop millamena said neglect plight philippine migratory worker oblige account penis ifi importantli child god	1	1	235	(200, 300]
225	@@13476192	immigrant	lk	sri lanka privat plantat stop monthli requital zillion rupe keep plantat afloat pay salari sri lanka current administr manad lower limit wage bloodline devis westerly eugenicist tool prevent immigr minor woman workforc also wage hike	1	1	376	(300, 400]
228	@@4268545	vulnerable	gb	if problem tackl everi chanc anoth report backward anoth year wonder possibl vulner child however curs hunger horribl earli destruction	1	1	228	(200, 300]
232	@@16081404	in-need	ng	the former chelsea star foundat gave toy bag cloth pull the leg of need brighter vacation	1	1	117	(100, 200]
238	@@21800857	hopeless	bd	thi system appear design make rohingya life hopeless humili possibl neistat ad distinction describ militari campaign heathen clean	1	1	193	(100, 200]
240	@@8907531	immigrant	au	stefanov say immigr faraway land help make australia mr dutton cherrypick statist nt reflect find depart	1	1	192	(100, 200]
244	@@18374174	in-need	nz	mr littl read would provid better quicker intervention need	1	1	82	(0, 100]
246	@@20000497	homeless	au	what caus someon becom homeless person insight mani reason check stori idea	1	1	110	(100, 200]
248	@@17606348	hopeless	ke	clear evid outstand miracul occurr began aris the lame start walk hopeless cancer affected role lift despair	1	1	153	(100, 200]
256	@@22611482	immigrant	us	in septemb horn scrap program also provid permiss workplace he delay implement six month contribute sexual congress time footmark say nt need punish lawabid immigr convey countri youthful held account want lawmak formal statu	1	1	348	(300, 400]
259	@@20728606	refugee	ca	back refuge camp program winner mail list find out x wait two month madhier former final daily round kakuma	1	1	171	(100, 200]
264	@@2567299	homeless	lk	june jack london sri lanka guardian metal studsspik in high outsid luxuri offic london newsworthiness recent hardli deter peopl sleep rough the homeless person likewise happen mani immature employ rais deposit rent unconditional let alon buy one	1	1	313	(300, 400]
266	@@70060527	in-need	us	as brigg amp stratton celebr th anniversari year better way reaffirm commit milwauke commun provid million nestling need pediatr care allege rick carpent vice presid corpor market we lucki one nation top pediatr hospit right within commun brigg amp stratton firmli remain firm behind commit extend support futur	1	1	472	(400, 500]
275	@@3520216	in-need	za	the portugues superstar rais money variou caus includ donat yearold fan involve brain surgeri he too global voice organis tackl issu around childhood hunger obes biodivers among former	1	1	285	(200, 300]
280	@@2241348	poor-families	za	the grow black middl division amongst thing owe winner educ opportun provid govern some newfangled black profession middl class poor famili within rank workplace grade we need proud achiev countri celebr year democraci	1	1	359	(300, 400]
282	@@4649746	homeless	bd	whi vote turnout wretched productive countri like america whose gdp may high still vast major homeless poor peopl democraci solut everyth countri still practic democraci full mean poor countri need show democrat play field globalis modernis get poor vote pool would mani fount much rather work field politician never realli much anyway	1	1	536	(500, 600]
287	@@7590098	women	pk	dera murad jamali gibe custom tradit usurp right adult female speaker seminar demand tues govern ensur pay right	1	1	189	(100, 200]
304	@@16612346	hopeless	in	thither guinea pig list hear friday mani cleaning lady return hopelessli see celebr mode commiss	1	1	151	(100, 200]
315	@@14317555	in-need	tz	i also appeal wananchi assist need shelter solid food articulate wit talk daili new intimation number lost biography horrifi natur catastroph incid found debri fallen build some conformity jame kamugisha taxicab driver oper bukoba busi territorial dominion pin soil fall rubbl	1	1	426	(400, 500]
332	@@16025117	homeless	ie	he enounce customer contact capital of ireland citi council dublin part hous execut satisfi capac facil oper emerg accommod homeless the receiv sympathet plight homeless occup illeg shape polit objection	1	1	359	(300, 400]
338	@@3020402	homeless	ca	imagin homeless person walk street downtown calgari bitterli cold even	1	1	101	(100, 200]
343	@@16043067	in-need	nz	helen schafer chose help famili ask rather direct endowment client i mail letter effect say thi go spirit scheol lot meaning	1	1	233	(200, 300]
348	@@9076636	in-need	lk	howev also reveal u saddest memori life when social work sometim peopl interrogation motif some even advis u someth benefit alternatively former when talk like create sorry i believ god would look u e'er fall need get sick	1	1	357	(300, 400]
350	@@21894186	homeless	lk	it right allow home sit empti mani struggl find somewher live former sleep rough sidewalk christma hope hope chariti provid shelter the number left homeless destitut alarm necessarili christma	1	1	298	(200, 300]
353	@@3230571	refugee	sg	these migrant mani refuge desper better futur ban said we require strengthen search rescu oper stop crimin exploit vulner peopl we need address tooth root problem	1	1	268	(200, 300]
360	@@14037230	homeless	nz	birdcall restor hope homeless person inquiri	1	1	49	(0, 100]
363	@@8376901	refugee	bd	for everi returne republic of turkey syrian resilient turkish resort camp legal resettl plane eu countri	1	1	125	(100, 200]
367	@@14629048	hopeless	gh	the act manag director note group would employ medium chopine compris atinka fermium accra atinka television agenkwa fm kumasi ahoto fm takoradi propag corpor social respons activ ghanaian well would undertak collapse leslie townes hope hopeless	1	1	329	(300, 400]
369	@@15636898	women	ie	peopl nt understand hurt peopl nt understand pain iodin take woman child sleep gondola sleep hotel room crimin if lucki amount across cope galway ladi osterley hope	1	1	287	(200, 300]
372	@@9103883	refugee	ie	talk of the town desper recourse said son inadequ describ magnitud catastroph caus the right way close door thousand famili singl peopl littl kid	1	1	234	(200, 300]
381	@@16393278	homeless	my	she ask despair voic what breaker point cook homeless person homeless ca nt captain james cook tomorrow throw hand air return how ane suppos start i nt fund	1	1	265	(200, 300]
382	@@1373666	in-need	us	dr lester keith doctor prof busi administr other check local transport radical see bring want meal colleg pm dinner we too contact local soup kitchen pickup locat work transport leftov wast food dr keith said	1	1	394	(300, 400]
384	@@4613249	in-need	jm	a lot peopl require better road potabl water science train educ healthcar facil ask develop they want happen one time explicate process happen overnight we realise lot achiev i trust abl convey fulli vision constitu individual buy exactli tri said	1	1	492	(400, 500]
399	@@17657562	refugee	in	the lunar time period peopl move across earth immigr asylum muriel spark concern develop world unit state europ commonwealth of australia in particular ethnic linguist cultur backcloth mani seek asylum econom opportun trigger debat especi copious countri benefit cost grow divers home	1	1	395	(300, 400]
406	@@22145541	immigrant	ng	the vast southerly margin libya use cross point illeg immigr desper reach europ referable misfortunate secur condit region	1	1	162	(100, 200]
408	@@16430390	in-need	sg	vwo awar join hired man train needi eldercar	1	1	50	(0, 100]
414	@@16051481	in-need	ie	meanwhil deputi chief execut dublin citi council said admir home base sweet home campaign realiti apollo hous accept accommod peopl require	1	1	223	(200, 300]
422	@@8410988	hopeless	in	when anna hazar return retir armi havildar truck driver surviv near fateful accid believ god spare life purpos thi ralegaon siddhi place poverti hopeless	1	1	265	(200, 300]
432	@@15802146	refugee	nz	he depict demonstr refuge border post catastroph hold out condit desper attempt sever hundr crown of thorns river kilometr encampment make macedonia marching	1	1	229	(200, 300]
435	@@2955243	poor-families	us	i too notic chang socioeconom tied howev school use approaching poor famili would gentrifi	1	1	148	(100, 200]
438	@@8782967	vulnerable	nz	or else passiv pay sick benefit twelvemonth exampl want take step interven help vulner newfangled zealand buzz off job lead well sprightliness save govern money long run	1	1	229	(200, 300]
441	@@14491425	migrant	gh	information technology often pain frustrat experi visa refus thi even worri immigr visa case applic plan perman settl famili member us dv lotteri winner plan make new animation us take off	1	1	300	(200, 300]
443	@@17665960	poor-families	ke	as i stand i holder d minu period at that place progress inspir child wretched famili as one brook one student mba joho	1	1	227	(200, 300]
461	@@13670881	homeless	my	dissent embrac thrillingli novel experi homeless kl homemad sandwich and ralli organis claim seven billion peopl attend najib must step	1	1	235	(200, 300]
470	@@4039318	women	ca	i busi world year i look rang option flexibl woman today pursu whatev passion aw portion celebr when i see dreaming woman explor whether entrepreneur start busi corpor director chairperson board director woman choos use of goods and services talent commun volunt work want pursu give back mother daughter incred rang option flexibl and 1 think equal respect valu divers perspect shauneen bruder execut vp oper rbc	1	1	710	(700, 800]
471	@@14067209	disabled	bd	he prais govern enact sever law favor disabl time criticis say enact law of nature polici could help disabl independ	1	1	200	(100, 200]
475	@@19993860	poor-families	pk	talking elect repres shahbaz sharif said higher educ simple legaci elit right everi child pakistan he pronounce door higher educ open talent scholar poor famili peef punjab industri student underprivileg famili countri includ sindh balochistan khyber pakhtunkhwa gilgitbaltistan ajk welfare nevertheless promot nation solidar brotherhood	1	1	532	(500, 600]
477	@@9788204	women	ph	fritzi rodriguez develop author save children she former diary keeper masking issu lgbt woman child right	1	1	153	(100, 200]
486	@@7717016	refugee	gb	visit camp tuesday european union top migrat offici dimitri avramopoulo urg refuge ignor ruthless runner tell by follow sound path abl one clarence shepard day jr. live good condit	1	1	258	(200, 300]
490	@@15970984	migrant	nz	decemb serv time look reach fate migrant recourse intern displac it especi time must plan increas resourc creativ action	1	1	216	(200, 300]
492	@@20554394	immigrant	au	it dream unseasoned immigr came australia noth spirit truli make differ iodin hope work relieve oneself real impact mani cleaning lady life	1	1	192	(100, 200]
494	@@40021768	hopeless	lk	can help peopl want flee beggar countri take citizenship honorable countri child becom educ if live hopeless of all time sri lanka end maid servant prosper india china	1	1	252	(200, 300]
