par_id,art_id,text,keyword,country_code,span_start,span_finish,span_text,pcl_category,number_of_annotators
4376,@@24203511,"It 's lunchtime , and we 're sitting in the gutted remains of the house he 's painting today . The floor is littered with chips of concrete , and the windows are all blown out . Images of those bombed-out homes of Aleppo come to mind . But this building is being renovated , so the landowner can rent it to refugee families who can afford more than just a tent . Ibrahim 's is not one of those families .",refugee,ca,95,176,"The floor is littered with chips of concrete , and the windows are all blown out",Compassion,1
2465,@@19223679,"""The capitalism of our time does not understand the value of the union , because it has forgotten the social nature of the economy , enterprise , life , ties and patents . But perhaps our society does not understand the union because it does not see it fight enough in the ' not yet ' rights places : in the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls ; Or simply it does not understand why corruption has sometimes entered the heart of some trade unionists . Do not let this be blocked . """"""",migrant,my,383,421,the poor who are under the city walls,Metaphors,1
2465,@@19223679,"""The capitalism of our time does not understand the value of the union , because it has forgotten the social nature of the economy , enterprise , life , ties and patents . But perhaps our society does not understand the union because it does not see it fight enough in the ' not yet ' rights places : in the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls ; Or simply it does not understand why corruption has sometimes entered the heart of some trade unionists . Do not let this be blocked . """"""",migrant,my,303,421,"the existential suburbs , among the discarded laborers , among the immigrants , the poor who are under the city walls",Compassion,2
8123,@@22850364,"""Dinu had developed a theme of life . It was , """" The circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" Dinu did n't let these new and trying circumstances change any aspect of her character or her life . Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . Though she was in need , she was always there to help others when needed . She always had time to talk to her friends . Dinu 's Bible theme verse was Col 4:2 """" Continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",in-need,lk,157,256,Dinu did n't let these new and trying circumstances change any aspect of her character or her life,The_poorer_the_merrier,2
8123,@@22850364,"""Dinu had developed a theme of life . It was , """" The circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" Dinu did n't let these new and trying circumstances change any aspect of her character or her life . Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . Though she was in need , she was always there to help others when needed . She always had time to talk to her friends . Dinu 's Bible theme verse was Col 4:2 """" Continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",in-need,lk,258,362,"Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick",The_poorer_the_merrier,2
8123,@@22850364,"""Dinu had developed a theme of life . It was , """" The circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" Dinu did n't let these new and trying circumstances change any aspect of her character or her life . Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . Though she was in need , she was always there to help others when needed . She always had time to talk to her friends . Dinu 's Bible theme verse was Col 4:2 """" Continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",in-need,lk,364,437,"Though she was in need , she was always there to help others when needed",The_poorer_the_merrier,2
8123,@@22850364,"""Dinu had developed a theme of life . It was , """" The circumstances of your life do n't and should n't describe or dictate the quality of your personality . """" Dinu did n't let these new and trying circumstances change any aspect of her character or her life . Though she herself was sick and in pain , she still took time to visit if a friend or relative was sick . Though she was in need , she was always there to help others when needed . She always had time to talk to her friends . Dinu 's Bible theme verse was Col 4:2 """" Continue earnestly in prayer , being vigilant in it with thanksgiving . """"""",in-need,lk,265,298,she herself was sick and in pain,Compassion,1
7790,@@1872744,"""As a child , I have always been told to give to those who are in need . I have been raised up to believe that if I do n't give to the needy , I will find my way to hell . Due to these teachings that has been imbued in me , I have been generally been sympathetic to the needy . After all it is said in the Holy Scriptures that """" there is blessing in giving than receiving """" . Growing up , I have however disabused my mind of this notion . I am just tired of seeing a familiar face beg on the street for far too long , I am tired of giving money to a beggar who asks me for money today and yet shamefully ask me for help again when he or she meets me on the next day .""",in-need,gh,457,515,seeing a familiar face beg on the street for far too long,Compassion,1
6087,@@8036666,"Coming from a home that faced financial hardship , Father Campbell is always out to implement projects which help bring smiles to the faces of people who are in need .",in-need,gh,114,150,bring smiles to the faces of people,Metaphors,2
5129,@@24214915,""""""" The whole experience made me think about how many other poor families are going through this , """" she said .""",poor-families,nz,43,95,how many other poor families are going through this,Compassion,2
9584,@@4553109,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",hopeless,jm,146,174,crippling levels of poverty,Compassion,2
9584,@@4553109,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",hopeless,jm,220,257,heartbreaking levels of hopelessness,Compassion,2
9584,@@4553109,"According to Betty-Ann Blaine , executive director of Hear the Children 's Cry , deterioration of family life ; instability/shifting households ; crippling levels of poverty ; lack of adequate social support systems and heartbreaking levels of hopelessness are key factors leading to children running away from homes .",hopeless,jm,54,79,Hear the Children 's Cry,Compassion,1
4358,@@8943241,"The figures mentioned above are inclusive of men but have decided to single out women- our mothers- as an appreciation of their love to children . They paint a very gloomy picture and calls for every effort to protect women and children all over the world . As you are reading through the lines , right now you have a very touching story to tell about your own mother or your neighbour 's mother .",women,tz,147,180,They paint a very gloomy picture,Compassion,2
3268,@@7569357,"Lilia Caberio is from Sulangan , in the Philippines . In 2013 , her house was destroyed by the 170 mile per hour winds and 6-metre high storm surge during Typhoon Haiyan , and for a while she lived with her family in a tent erected where her home used to be . The typhoon was frightening enough for Lilia , but homelessness must have felt even more so . Until Elizabeth came along .",homeless,sg,176,258,for a while she lived with her family in a tent erected where her home used to be,Compassion,1
3268,@@7569357,"Lilia Caberio is from Sulangan , in the Philippines . In 2013 , her house was destroyed by the 170 mile per hour winds and 6-metre high storm surge during Typhoon Haiyan , and for a while she lived with her family in a tent erected where her home used to be . The typhoon was frightening enough for Lilia , but homelessness must have felt even more so . Until Elizabeth came along .",homeless,sg,260,352,"The typhoon was frightening enough for Lilia , but homelessness must have felt even more so",Compassion,1
2396,@@24703849,"""The letter ended with a call for the bishops to create a church which listens to """" the hungry , the imprisoned , the migrant and the abused """" .""",migrant,ng,83,140,"the hungry , the imprisoned , the migrant and the abused",Compassion,1
567,@@3586118,"English actor Benedict Cumberbatch makes an emotional plea for Syrian refugees . Speaking on Thursday , September 10 , at a curtain call of a performance in London , he urged the audience to donate cash to Save the Children to support refugees .",refugee,ph,206,224,Save the Children,Compassion,1
1217,@@22427932,""""""" I suddenly had the urge to look for a Filipino family living on the streets and give them a helping hand . I 'm talking about people who are forced into homelessness by poverty .""",homeless,ph,128,179,people who are forced into homelessness by poverty,Compassion,2
6167,@@2021398,""""""" It 's not just a matter of income poverty . What matters is children in very poor families in crowded , cold and damp houses . There is an income issue , there is a housing supply issue and there is a housing quality issue . """"""",poor-families,nz,62,127,"children in very poor families in crowded , cold and damp houses",Compassion,1
2710,@@4535096,"These poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . It was there that the post-Independence power structures were shaped that determined the future of India and Pakistan . Yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition .",homeless,pk,6,30,poverty-stricken masses,Compassion,2
2710,@@4535096,"These poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . It was there that the post-Independence power structures were shaped that determined the future of India and Pakistan . Yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition .",homeless,pk,251,415,"the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition",Compassion,1
2710,@@4535096,"These poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . It was there that the post-Independence power structures were shaped that determined the future of India and Pakistan . Yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied Partition .",homeless,pk,280,295,paid the price,Metaphors,2
5458,@@14007053,President Uhuru Kenyatta and his deputy William Ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,poor-families,ke,88,107,' light up ' homes,Metaphors,2
2714,@@19890179,It takes a lot of pain and hopelessness to get to that point,hopeless,za,9,40,a lot of pain and hopelessness,Compassion,2
6826,@@234041,"And let 's acknowledge that 20-something wives and mothers are met with a shocking lack of support and an unacceptable level of judgment , which leaves young women feeling hopeless and discouraged .",hopeless,us,172,197,hopeless and discouraged,Compassion,1
6826,@@234041,"And let 's acknowledge that 20-something wives and mothers are met with a shocking lack of support and an unacceptable level of judgment , which leaves young women feeling hopeless and discouraged .",hopeless,us,72,99,a shocking lack of support,Compassion,1
6826,@@234041,"And let 's acknowledge that 20-something wives and mothers are met with a shocking lack of support and an unacceptable level of judgment , which leaves young women feeling hopeless and discouraged .",hopeless,us,103,137,an unacceptable level of judgment,Compassion,1
5778,@@7591571,""""""" It is tragic that a young child would be so trapped in a sense of hopelessness ... it 's a tragedy that needs to be heard across the nation if we are going to extract a dividend of change , """" Mr Georgatos told the ABC on Tuesday .""",hopeless,au,2,81,It is tragic that a young child would be so trapped in a sense of hopelessness,Compassion,2
5778,@@7591571,""""""" It is tragic that a young child would be so trapped in a sense of hopelessness ... it 's a tragedy that needs to be heard across the nation if we are going to extract a dividend of change , """" Mr Georgatos told the ABC on Tuesday .""",hopeless,au,161,190,extract a dividend of change,Metaphors,1
9087,@@20642547,""""""" People on low incomes must be protected from these unscrupulous operators who are preying on our most vulnerable .""",vulnerable,nz,53,115,unscrupulous operators who are preying on our most vulnerable,Compassion,1
8495,@@4567045,"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",poor-families,pk,16,63,extricating the poorest from the poverty cycle,Compassion,1
8495,@@4567045,"He stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the Benazir Income Support Programme , which was supporting millions of poor families across the country .",poor-families,pk,45,63,the poverty cycle,Metaphors,2
4330,@@9555968,"Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",disabled,ph,146,237,the warmth that envelops a disabled child upon discovery of a father 's unconditional love,Compassion,2
4330,@@9555968,"Over a hundred children got glimpses of such moments through stories at the Read-Along last week at the Inquirer 's main office in Makati City -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",disabled,ph,146,171,the warmth that envelops,Metaphors,1
1933,@@1494523,"""At that time , the handful of bhikkhunis was not only illiterate but also homeless and hungry , says Bhikkhuni Lekshe . """" They needed some help . """"""",homeless,lk,15,94,the handful of bhikkhunis was not only illiterate but also homeless and hungry,Compassion,2
9823,@@4312463,"Apparently in Dr. Ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . There are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",in-need,us,83,102,broken individuals,Compassion,1
9823,@@4312463,"Apparently in Dr. Ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . There are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",in-need,us,104,122,in need of repair,Compassion,1
9823,@@4312463,"Apparently in Dr. Ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . There are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",in-need,us,83,122,"broken individuals , in need of repair",Metaphors,1
8237,@@9437659,"Even people who are disabled can still practice karate and have a sense of accomplishment . It matters not what your state of being is , people are encouraged to excel .",disabled,jm,0,90,Even people who are disabled can still practice karate and have a sense of accomplishment,Compassion,1
3091,@@30091860,"Although policy change is needed in the early childhood development sector in South Africa , the first step is a change in mind-set . When one sees the conditions in which the children of poor families learn , it is clear that we do not value poor black children . Their lives and their future prospects are not valued in the way they should be . Additionally , we also need to recognise the importance of the first few years of a child 's life . This is a period of rapid brain development , which is greater than at any other time of a person 's life . Moreover , not only do the early experiences of a child shape their lifelong learning , it also affects their physical and mental health .",poor-families,za,243,263,poor black children,Compassion,1
3091,@@30091860,"Although policy change is needed in the early childhood development sector in South Africa , the first step is a change in mind-set . When one sees the conditions in which the children of poor families learn , it is clear that we do not value poor black children . Their lives and their future prospects are not valued in the way they should be . Additionally , we also need to recognise the importance of the first few years of a child 's life . This is a period of rapid brain development , which is greater than at any other time of a person 's life . Moreover , not only do the early experiences of a child shape their lifelong learning , it also affects their physical and mental health .",poor-families,za,134,345,"When one sees the conditions in which the children of poor families learn , it is clear that we do not value poor black children . Their lives and their future prospects are not valued in the way they should be",Compassion,1
2000,@@25796035,"It is encouraging to note that the poor families all over India now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects . Parents keep track of the progress of their children in the schools as best as they can , given their poverty conditions and day today struggle to make a living .",poor-families,lk,332,403,given their poverty conditions and day today struggle to make a living,Compassion,2
2000,@@25796035,"It is encouraging to note that the poor families all over India now realise that the best that they can do for their children is to provide them quality education , that would enable them to equip themselves to improve their life prospects . Parents keep track of the progress of their children in the schools as best as they can , given their poverty conditions and day today struggle to make a living .",poor-families,lk,188,240,to equip themselves to improve their life prospects,Metaphors,2
5216,@@50027569,""""""" Our message to every homeless person is that you ? ? ? re worth more than a million stars and we focus on the value of every single person . """"""",homeless,au,47,92,you ? ? ? re worth more than a million stars,The_poorer_the_merrier,2
5216,@@50027569,""""""" Our message to every homeless person is that you ? ? ? re worth more than a million stars and we focus on the value of every single person . """"""",homeless,au,60,92,worth more than a million stars,Metaphors,1
118,@@24885862,"""This is the rhetoric of what anthropologist Laura Agust ? n calls the """" rescue industry """" - a term used to describe people and institutions who conceptualize all sex workers as victims in need of saving . Catherine MacKinnon has argued , for example , that """" in prostitution , women have sex with men they would never otherwise have sex with .""",in-need,za,66,203,"""the """" rescue industry """" - a term used to describe people and institutions who conceptualize all sex workers as victims in need of saving""",Compassion,1
7274,@@16403307,"Antidote for hopelessness Pulitzer Prize-winning journalist Roy Gutman , author of How We Missed the Story , argued that journalism in conflict zones provides change-makers and hope as an antidote for hopelessness .",hopeless,nz,0,26,Antidote for hopelessness,Metaphors,2
5460,@@20717748,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,hopeless,nz,0,87,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless,Compassion,2
5460,@@20717748,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,hopeless,nz,11,25,the stateless,Compassion,1
5460,@@20717748,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,hopeless,nz,38,49,on the run,Metaphors,2
5460,@@20717748,Once again the stateless Rohingya are on the run -- homeless and increasingly hopeless .,hopeless,nz,52,87,homeless and increasingly hopeless,Compassion,1
3396,@@25875085,And the belief in a shared sense of social justice -- a desire to give a helping hand to those in need .,in-need,nz,66,103,give a helping hand to those in need,Metaphors,1
10142,@@2243023,Realising the absurdity of wealth discrepancy and social injustice he eventually married and went on to establish Groceryships - a charity that helps poor families put food on their tables and has never been happier .,poor-families,au,164,189,put food on their tables,Metaphors,1
1264,@@25130613,"The European Union together with its Member States is the world 's leading donor of humanitarian aid . Relief assistance is an expression of European solidarity towards people in need around the world . It aims to save lives , prevent and alleviate human suffering , and safeguard the integrity and human dignity of populations affected by natural disasters and man-made crises . For more information , please visit ECHO 's website .",in-need,lk,271,328,safeguard the integrity and human dignity of populations,Compassion,1
2780,@@19004825,"""At such times , the principle of Christ would warm the hearts of the brothers and sisters . """" When I was hungry , you feed me ; when I was thirsty you gave me to drink , when I was naked , you clothed me , when I was sick and homeless you took me in . """" Welcome into my kingdom ! <h> The distorted body was taken to a funeral home""",homeless,jm,46,62,warm the hearts,Metaphors,2
7407,@@14864375,"No right-thinking person could seriously consider endorsing a campaign entitled ' Team Ched ' . But the toxic swill of social media reaction that the Evans verdict unleashed was frightening to behold . The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . So , too , did women who sought to speak up for her . A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . The recent release of the video recording Donald Trump making sexually aggressive comments about women has been condemned the world over .",women,gb,202,366,"The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse",Compassion,2
7407,@@14864375,"No right-thinking person could seriously consider endorsing a campaign entitled ' Team Ched ' . But the toxic swill of social media reaction that the Evans verdict unleashed was frightening to behold . The woman , who had surely been humiliated enough after finding every facet of her sex life pored over in a courtroom , once more faced a welter of sickening abuse . So , too , did women who sought to speak up for her . A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy . The recent release of the video recording Donald Trump making sexually aggressive comments about women has been condemned the world over .",women,gb,422,504,A passing glimpse of this ghastly public flogging exposed a fundamental hypocrisy,Compassion,2
2871,@@4831420,"NDP foreign affairs critic Paul Dewar accused the government of breaking from the international community as well as Canada 's own tradition of accepting those most in need of protection , no matter their backgrounds .",in-need,ca,154,187,those most in need of protection,Compassion,2
9571,@@1061345,"""Pangarap Village was originally distributed under the late president Ferdinand Marcos ' Presidential Decree 293 . Among those who benefited from the government 's """" land for the landless """" project then were government employees working for Malaca ? ang and urban poor families who bought small parcels of land .""",poor-families,ph,165,187,land for the landless,Compassion,2
5251,@@3389336,""""""" In Metro Manila , 7,464 families of disabled cyclists were plunged deeper into poverty because their breadwinners have been maimed and are no longer capable to work , """" Pagdilao explained .""",disabled,ph,20,167,"7,464 families of disabled cyclists were plunged deeper into poverty because their breadwinners have been maimed and are no longer capable to work",Compassion,2
5251,@@3389336,""""""" In Metro Manila , 7,464 families of disabled cyclists were plunged deeper into poverty because their breadwinners have been maimed and are no longer capable to work , """" Pagdilao explained .""",disabled,ph,61,89,plunged deeper into poverty,Metaphors,1
7100,@@638863,"Meanwhile , confused men , women and children walked aimlessly along roads strewn with overturned cars and felled power lines , some gagging from the stench of rotting flesh .",women,ph,12,174,"confused men , women and children walked aimlessly along roads strewn with overturned cars and felled power lines , some gagging from the stench of rotting flesh",Compassion,2
6347,@@21815076,"It was gathered that most of them are dying of misery and hopelessness , having retired from active service.The upper chamber , therefore , directed its Committee on Judiciary , Human Rights and Legal Matters to review the laws impeding the harmonisation of the processes and prompt payment of retirement benefits of all judicial officers in the country .",hopeless,ng,21,71,most of them are dying of misery and hopelessness,Compassion,1
8795,@@8972127,"In any nation where people with disabilities are given little help by both the community and the government and are therefore unemployable and living with few options , for me to judge the way that they have found to survive , which is often begging , is a luxury for which I , who have never been truly hungry or in need , should be very , very cautious with .",in-need,my,185,250,"the way that they have found to survive , which is often begging",Compassion,2
7611,@@24290311,"The county boss noted that the goal is to liberate youths from dependency , poverty , apathy and hopelessness .",hopeless,ke,63,110,"dependency , poverty , apathy and hopelessness",Compassion,2
8053,@@16018363,"Not only will a lot of poor families have less money to put toward housing -- after , say , being kicked off AHCCCS and having to foot their own medical bills -- but there 's concern about cuts to the low-income housing tax credit , which is currently one of the biggest incentives states have to get developers to build the affordable housing they so desperately need .",poor-families,us,321,369,the affordable housing they so desperately need,Compassion,1
1300,@@4579579,"While traversing various communities in Jamaica , one can see the hopelessness on the faces of many of our youth . Today , you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use . Unless we are able to create more jobs very soon , the crime rate will spiral .",hopeless,jm,58,92,see the hopelessness on the faces,Compassion,1
1300,@@4579579,"While traversing various communities in Jamaica , one can see the hopelessness on the faces of many of our youth . Today , you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use . Unless we are able to create more jobs very soon , the crime rate will spiral .",hopeless,jm,151,161,idle hand,Metaphors,1
1300,@@4579579,"While traversing various communities in Jamaica , one can see the hopelessness on the faces of many of our youth . Today , you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use . Unless we are able to create more jobs very soon , the crime rate will spiral .",hopeless,jm,50,113,one can see the hopelessness on the faces of many of our youth,Metaphors,1
1300,@@4579579,"While traversing various communities in Jamaica , one can see the hopelessness on the faces of many of our youth . Today , you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use . Unless we are able to create more jobs very soon , the crime rate will spiral .",hopeless,jm,123,274,you can count the number of idle hands on the road and can not help but wonder how the human capital of this country can be put to more productive use,Compassion,1
5331,@@10293137,"Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games .",migrant,za,14,199,"the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games",Compassion,2
8488,@@17494778,""""""" We insist on tolerance for the refugee , for the immigrant , for the stranger among us , in the name of the millions of Irish , of our own people who knew the hardship and the hurt of being refugees from famine .""",immigrant,ie,141,213,people who knew the hardship and the hurt of being refugees from famine,Compassion,2
8081,@@608444,"""-- TEFAP : The Emergency Food Assistance Program , it was once better known as the """" government cheese program """" because it distributed blocks of cheese and other food to poor families . Today , Maine gets federal money to buy food staples from the USDA and distribute them to families in need through food pantries and soup kitchens .""",poor-families,us,85,185,"""government cheese program """" because it distributed blocks of cheese and other food to poor families""",Compassion,1
4534,@@20942363,"I can only imagine what it must be like for women faced with the prospect of homelessness . For me , the real fear would be thinking I did n't belong anywhere . That I had no home , in the sense of the word that goes well beyond walls and a roof .",homeless,au,133,159,I did n't belong anywhere,Compassion,2
4534,@@20942363,"I can only imagine what it must be like for women faced with the prospect of homelessness . For me , the real fear would be thinking I did n't belong anywhere . That I had no home , in the sense of the word that goes well beyond walls and a roof .",homeless,au,166,180,I had no home,Compassion,2
5564,@@3344527,"THE UNWANTED . Rohingya migrants jump to collect food supplies dropped by a Thai army helicopter from a boat drifting in Thai waters off the southern island of Koh Lipe in the Andaman sea on May 14 , 2015 . Photo by Christophe Archambault/AFP",migrant,ph,0,13,THE UNWANTED,Compassion,2
4502,@@24116801,"""Ryan says he plans to serve out the remainder of his term , so he may have the opportunity to add to his legacy . Last October , following the mass shooting in Las Vegas , Ryan said he would """" look into """" the banning of bump stocks . There 's also the matter of the 800,000 """" Dreamers """" -- undocumented immigrants who were brought into the country as children who were protected under the Deferred Action for Childhood Arrivals ( DACA ) program , which Trump ended . Last September , Ryan told those affected by the rescinding of DACA to """" rest easy , """" as Congress would take action to allow them to stay in the country . No such bill has passed Congress yet .""",migrant,sg,276,285,Dreamers,Compassion,2
6099,@@4660349,"""SATURDAYS for homeless children in Chow Kit are now filled with learning and laughter , thanks to the """" Region of Love """" ( RoL ) .""",homeless,my,52,86,filled with learning and laughter,Metaphors,1
1622,@@16183055,"""The story of Christmas although ancient is always made new -- """" how God became flesh and lived among us , to be like us in all things but sin ... to be """" Emmanuel """" reminding men and women that God is with us at all times . Our welcoming Jesus this Christmas is to highlight that Jesus is the """" Unconquered Son of Justice """" who come to dispel the darkness of the world held captive by sin and ignorance . His coming tells us that He made Himself human to be one of us , to bring His love to all of us , especially the poor , the orphan , sick , disabled , and the oppressed .""",disabled,ph,514,574,"the poor , the orphan , sick , disabled , and the oppressed",Compassion,2
6137,@@16183055,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",hopeless,ph,239,269,People are living in darkness,Compassion,1
6137,@@16183055,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",hopeless,ph,319,356,crisis of FAITH and a crisis of HOPE,Compassion,1
6137,@@16183055,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",hopeless,ph,87,147,"more darkness of fear , doubts , hopelessness , and anxiety",Compassion,1
6137,@@16183055,"During these stressful times , our country is enveloped with more shadows than light , more darkness of fear , doubts , hopelessness , and anxiety with the rising cases of extrajudicial killings , drug addictions , and acts of terrorism . People are living in darkness . There is an impending crisis in our country ... crisis of FAITH and a crisis of HOPE .",hopeless,ph,31,109,"our country is enveloped with more shadows than light , more darkness of fear",Metaphors,2
6194,@@19824150,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",poor-families,ph,518,611,break free from the quagmire of poverty that has enveloped his or her family for generations,Compassion,1
6194,@@19824150,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",poor-families,ph,534,595,the quagmire of poverty that has enveloped his or her family,Metaphors,2
6194,@@19824150,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",poor-families,ph,655,693,poor families break free from poverty,Compassion,2
6194,@@19824150,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",poor-families,ph,669,693,break free from poverty,Metaphors,1
6194,@@19824150,"First of all , while , of course , it is the individual who directly benefits from college education in terms of acquiring more knowledge and skills , which translates to more job opportunities , it is not the individual alone who benefits . In a poor country such as the Philippines where wages are low and labor is cheap , the college education of a member of a family , especially for the poor , is their only way out of poverty . It is also the only way by which the future family of that same family member could break free from the quagmire of poverty that has enveloped his or her family for generations . It is about social mobility . And if more poor families break free from poverty , would that not reflect on the development of Philippine society ?",poor-families,ph,402,432,their only way out of poverty,Compassion,2
5852,@@14172307,""""""" The people of Khyber Pakhtunkhwa are resilient . I did not see hopelessness on any face , """" he said .""",hopeless,pk,2,90,The people of Khyber Pakhtunkhwa are resilient . I did not see hopelessness on any face,The_poorer_the_merrier,2
6707,@@2597884,""""""" I appreciate Mayor Nutter affording me the opportunity to lead the work of the Office of Health and Opportunity , """" said Kretsge . """" Over the last six years , staff in these departments has improved the health of Philadelphians and child safety and offered a life off the street for hundreds of formerly homeless individuals . I have worked closely with our departments on this work and I look forward to continuing these efforts in my new role . """"""",homeless,us,259,281,a life off the street,Metaphors,2
4072,@@2951119,"""Aileen said : """" I just thought , ' Those poor families . ' I hope they get answers . We are still waiting . """"""",poor-families,gb,35,55,Those poor families,Compassion,2
8321,@@2889824,""""""" Then , driving past the queue of homeless people I just thought something is not right here . It really struck me the contrast between those who had comfortable homes and those who had nothing . """"""",homeless,gb,9,94,driving past the queue of homeless people I just thought something is not right here,Compassion,1
