par_id,art_id,keyword,country_code,text,label,class
4313,@@136151,homeless,ca,little girl would cry walking street toronto nt know help homeless people began feel like little girl heartsick people hardship one major difference longer feel hopeless,3,1
4314,@@9383716,refugee,nz,miserly nature new zealand response global refugee crisis continues apace yesterday announcement increase intake unhcr refugee refugee kick recent special intake syrian refugee two year moregtgt,0,0
4316,@@1755468,hopeless,ph,killing hopeless civilian looting victim personal belonging trademark npa claim uphold human right democracy part iv article comprehensive agreement respect human right international humanitarian law carhrihl state civilian taking active part hostility shall subjected violence particularly killing causing injury stipulated part iv article,0,0
4317,@@8717399,women,au,large proportion family violence inflicted intimate partner adult abusing neglecting child men certainly among victim predominantly woman bear brunt abuse,0,0
4318,@@9304859,hopeless,au,black american author tanehesi coates released book last year called world written letter addressed yearold son exasperated almost hopeless depiction black oppression u exists even today tradition destroy black body writes coates heritage,1,0
4319,@@14028752,in-need,gh,ceremony held accra said presence disable person begging street absence ambulance aid transfer patient need critical help moved donate item,3,1
4320,@@17488177,immigrant,pk,talking journalist visit vahar village saturday chief minister said enumerator count nomad disable person census said foreign immigrant might counted census sindh district replying question regarding sehwan suicide attack said martyred family shewan attack would soon get compensation sindh government announced accompanied member sindh cabinet,1,0
4321,@@3336560,disabled,ie,bully killed disabled son mind yearold say mother,0,0
4322,@@25516479,hopeless,gh,fortunately tinge hopelessness wo nt last long come finding inspiring celebrity love story ghana never look far,0,0
4324,@@20606945,disabled,gb,taking gordonstoun traditional extravaganza shared domestic abuse charity moray woman aid forres osprey trust provides free transport infirm disabled individual,0,0
4328,@@13708203,homeless,in,month attack kokrajhar mp naba kumar sarania written home ministry urging withdraw army camp vulnerable area bodoland territorial area district btad stating withdrawal camp may lead unwanted violence however reply letter minister state home kiren rijiju stated per provision seventh schedule indian constitution state need take care law order camp put place spate violence inflicted ndfb left people dead hundred homeless,0,0
4329,@@19357211,migrant,pk,tier worst offender forced labor trafficking nation tier meeting u standard neighbouring thailand ten thousand migrant worker myanmar fled country recent day new labour regulation aimed regulating foreign workforce introduced,0,0
4330,@@9555968,disabled,ph,hundred child got glimpse moment story readalong last week inquirer main office makati city warmth envelops disabled child upon discovery father unconditional love exhilaration come support loved one revitalizes one determination pursue dream start new one,4,1
4331,@@21737849,in-need,gh,number rescued friday spain stood aboard makeshift vessel said spokeswoman rescuer boat need help still sought,0,0
4334,@@14234795,immigrant,au,instead mr dastyari focused immigrant background arriving australia age four parent fled iran,0,0
4335,@@8242135,hopeless,gh,brings real point hopelessness,1,0
4336,@@2591391,women,hk,correction amp amplificationsrecent chinese research put total number wartime comfort woman across asia around least half chinese previous version article incorrectly said figure china alone h comment,0,0
4337,@@24572948,disabled,ph,though overt discrimination fallen attitude toward disabled lag overseas sometimes harmful way people facility disabled killed sleep man advocated euthanasia physically mentally impaired,0,0
4338,@@1891938,refugee,gh,huawei come support initiative supply refugee student africa largest refugee camp dadaab kenya tablet pc education,0,0
4339,@@2755855,women,hk,earlier year mr chin published compilation interview chinese sex worker hong kong los angeles going sea book woman speak candidly mr chin motivation entering trade much money make future plan mr chin chose focus chinese national working sex trade known going sea chinese,0,0
4340,@@25731728,hopeless,hk,kit wong jacada travel personally tailored break iceland couple self proclaimed foodie adventurer hopeless romantic,0,0
4341,@@17139403,poor-families,gb,scheme saw estimated child poor family sent part british empire religious order charity said would lead better life,4,1
4342,@@13991797,hopeless,bd,nt understand nt bangladesh tour outside sc often hopeless outside cocoon country exposure get better,1,0
4343,@@24659363,homeless,ng,bauer also suggested rise std may symptom general problem area economically hardhit san joaquin valley people struggling poverty substance abuse mental health issue homelessness,0,0
4345,@@22472911,refugee,pk,singer championed suu kyi u song walk fan encouraged wear mask opposition leader band played live said felt nauseated image bloodshed refugee crisis,1,0
4346,@@1613126,women,lk,survey indicated female still successful filling gap male female labour force big gap continued fewer woman men fewer woman men labour force,0,0
4347,@@14102268,migrant,za,migrant saved libyan coast separate rescue mission monday italian coast guard said twitter one largest influx refugee single day far year,0,0
4348,@@4665406,vulnerable,pk,pakistan india iran sri lanka unemployment rate remained significantly higher woman share vulnerable employment defined unpaid family worker ownaccount worker pakistan india,0,0
4349,@@15000172,poor-families,gb,even activist smuggler working cost operation price getting yazidi captive freedom high sum far beyond reach poor family living refugee camp multiple missing relative,0,0
4350,@@22152806,homeless,my,accompanied malay mail editorinchief datuk wong sai wan tho led personnel onto ground saturday assisted kechara strong volunteer made usual visit around city provide food medical treatment homeless,1,0
4351,@@30036099,vulnerable,in,chennai neighbouring kerala ravaged flood recently tamil nadu government identified coastal hilly district vulnerable northeast monsoon expected soon official source told express highly vulnerable area identified district water stagnation expected five foot,0,0
4352,@@3343430,immigrant,ie,nascent irish community prospered booming economy following louisiana purchase port new orleans grew fourth largest port world irish magnificent st patrick church built mids irish controlled oceantoriver vessel transport firmly embedded every line city business trade fact new orleans home first public monument united state honor woman lifesize statue great th century entrepreneur philanthropist margaret haughery illiterate widowed immigrant county leitrim lifelong resident city irish tiger roared,0,0
4353,@@23227352,homeless,lk,statement posted justice grenfell website group accuses government similar inaction investigation blaze eight month tragedy grenfell tower issue ignored read people died grenfell tower still arrest still flammable tower still hundred survivor homeless still represented inquiry still justice,0,0
4354,@@26293382,in-need,nz,august people need community set receive wellbeing pack loral new zealand donation distributed nationwide nonprofit organisation including salvation army auckland city mission woman august people need community set receive wellbeing pack lor al new zealand donation distributed nationwide nonprofit organisation including salvation army auckland city mission woman refuge ronald mcdonald house fostering kid nz,0,0
4356,@@19154601,women,ke,however men subscribe faith want perpetuate myth islam like somali culture denies woman right,0,0
4357,@@13757786,homeless,ph,got talking homelessness education policy local politics almost forgot turn recorder said democratic party,0,0
4359,@@4562859,refugee,jm,always ready give time energy legal expertise even personal money assist destitute refugee asylum seeker jamaica cochetel said,2,1
4360,@@4692915,in-need,jm,mr seiveright also noted st thomas despite abundance water much go capital city kingston need long term water development plan noted example plantain garden rive capacity produce million imperial gallon per day mgd water average day demand mgd entire parish,0,0
4361,@@17371783,women,ke,lady politician stop woman start leader african society way look directly proportional way present,1,0
4362,@@23634771,women,ke,inaugural award ceremony last year zuri award sought recognize honor woman go unnoticed thing community,0,0
4364,@@3312030,homeless,lk,doubt rohingya people dire strait fleeing terrible persecution burma many killed left homeless thousand suffering without aid respite exploit tragedy thump chest enflame emotion selfdefeating causing tension sri lanka tension engendered previously fading away nt help anyone sharing hateful post,0,0
4365,@@25266488,immigrant,za,read interesting story recently young writer daughter new immigrant free country father upon hearing aspiration artist tell immigrant already artist arrive nothing dream building something urge become doctor artistic aspiration already fulfilled status h steven boykey sidley,0,0
4366,@@23731264,homeless,us,andrade said family list county coordinated entry system considered homeless waiting sort housing shelter motel stay paid social service group others living vehicle,0,0
4367,@@20900870,refugee,my,many new refugee already displaced inside congo violence crossing border,0,0
4368,@@23710218,women,ca,brianne jenner attended university calgary complete master degree public policy game plan studied parttime training peak condition canadian woman hockey team,0,0
4369,@@25750941,migrant,ph,un slammed policy inhuman noting migrant simply brought back horrific detention center libya,0,0
4370,@@21894186,immigrant,lk,immigration rule watertight stop excessive number coming britain claiming child benefit every child immigrant parent born britain even medical abortion paid national health allowed became unacceptable,0,0
4371,@@24371173,women,bd,highlight government initiative woman empowerment mainstreaming national development speech,0,0
4372,@@3954414,poor-families,gb,suzy drohan manager bartonbased oxfordshire community work agency said concerned service poor family,0,0
4373,@@1833075,women,ng,good sex woman know look good rock men boat give well sheet would forget history woman little problem keeping man beautiful lady normal sex refusing spice might giving man reason find somewhere else able let man lose mind bedroom open try new thing keep coming back know book facial spa appointment getting leg waxed neglecting bedroom duty man might someone else know h comment,0,0
4374,@@18207526,refugee,pk,four year ago sri lanka navy rescued refugee bangladesh myanmar whose boat drifting sri lanka day,0,0
4376,@@24203511,refugee,ca,lunchtime sitting gutted remains house painting today floor littered chip concrete window blown image bombedout home aleppo come mind building renovated landowner rent refugee family afford tent ibrahim one family,3,1
4377,@@2061223,immigrant,ca,claim example believe immigrant economically socially conservative vote conservative truth retort complicated,0,0
4378,@@2390800,homeless,us,possibility survey respondent reporting sexual partner outside sample frame survey including partner outside general u household population example prison military homeless commercial sex worker partner country,0,0
4380,@@16406472,poor-families,nz,rotary club papatoetoe central director project jasbir singh dhillon said idea offering support poor family huntly came discussion official,1,0
4381,@@13531029,disabled,ca,according report mr abdirahman abdi mentally disabled somalicanadian man unarmed allegedly brutally beaten several ottawa police officer following foot chase local coffee shop mr abdi lay motionless bleeding medical assistance provided minute placed handcuff report also state mr abdi already dead within minute arriving hospital,0,0
4382,@@8355531,hopeless,pk,hope try understand blackness hopelessness cloudy lethargy sadness drizzled loneliness going,4,1
4383,@@20986773,homeless,hk,ng said worried fire yesterday may lead closure drive homeless even away,0,0
4384,@@2374290,hopeless,in,grace would mean little course nt accompanied number shining trophy hunger passion art sport fan hopelessly obsessed silverware style nt always successful elegance nt ensure victory greatest champion nt look best win,0,0
4385,@@583455,vulnerable,ie,palizija one number vulnerable young men lithuania come attention gardai investigating sale supply drug limerick garda said drug user recruited come ireland,0,0
4386,@@516220,women,za,today many woman went war shunned live slum scraping survival often prostituting dollar,0,0
4388,@@17630358,migrant,ph,despite weak show leadership handling islamic state certain area migrant crisis turkey soft power also make highestranking middle east muslimmajority state,0,0
4389,@@1939473,refugee,ke,irc office across united state stand ready assist increased number syrian refugee arrival said miliband infrastructure community support need backing u government move forward,0,0
4390,@@20038503,refugee,my,ambassador michael kozak bureau democracy human right labour told reporter data would inform policymakers make decision diplomatic outreach refugee admission,0,0
4391,@@16162505,disabled,my,said home disabled child relied item donated public,1,0
4392,@@2430526,poor-families,ph,ac ayala foundation operates center excellence public elementary education centex virtue memorandum agreement department education foundation two school tondo manila bauan batangas centex provides learning environment bright child poor family receive quality education,0,0
4394,@@19646705,women,ng,kind interest sex never celebrated instead questioned shamed many peer feel never given access proudly granted access primal sexual desire need agency dangerous woman,0,0
4395,@@2658601,refugee,au,easier cheaper europe say time australia leading country welcoming refugee giving shelter thinking future child thinking future life time record number asylum seeker reaching australia boat gillard government desperately casting around way deter mr syed hope family keep relatively safe quetta secluded predominantly hazara suburb live travel outside enclave take grave risk consistent independent report situation city human right commission pakistan say city hazaras retreated couple locality quetta avoid targeted,0,0
4397,@@15435975,immigrant,pk,los angeles state official religious leader right group california struggling reassure immigrant election donald trump urging unity vowing support also bracing worst,1,0
4398,@@17241730,hopeless,ie,opening novella paris one real gem follows nell yearold account administrator tends play safe carefully draw proandcon list making much sandwich order work spontaneously decides book weekend getaway hopeless boyfriend claiming held work fails show eurostar nell end alone french capital,0,0
4399,@@4618344,immigrant,jm,news h u congresswoman call end deportation caribbean immigrant,0,0
4400,@@23010954,migrant,nz,shooting spree came day slaying yearold pamela mastropietro amid heated electoral campaign italy antiforeigner sentiment become key theme italy struggled arrival hundred thousand migrant last year coming across mediterranean sea smuggler boat,0,0
4401,@@16857986,hopeless,pk,added wife distraught hopeless situation,0,0
4402,@@1240011,disabled,nz,disability training service dts support train disabled people help find work look lost advanced nature green investment arm napier building market,0,0
4403,@@2483958,in-need,ca,even log netflix watch martin sheen make progress along recent film way need jolt inspiration,0,0
4404,@@13597489,immigrant,hk,glen belief age immigrant arrive hong kong important factor determining political belief ideology take root person subconscious stubborn unless confronted sudden event policy change think many immigrant would readily switch allegiance localists,0,0
4405,@@8858264,homeless,lk,main menu h flood kill leave thousand homeless,0,0
4406,@@3789850,hopeless,us,turn college administrator seem far willing accept role enablers student group pressing amount vague social justice agenda pr statement often hopelessly inapt resign drop hat quitter administrator going hit street,0,0
4407,@@4682757,women,pk,fail understand education educated man educate man educate woman educated whole generation woman education important whole family woman mother future generation woman uneducated future generation uneducated woman educated future generation educated,4,1
4408,@@17180378,homeless,ke,mind port international support several project year help local community last year example invested new housing earthquake ecuador made many family homeless since supporting football project peru project aim provide child good leisure prevent hanging around street,1,0
4409,@@14896350,poor-families,au,great poverty engine time environmental degradation war inequality war suck fund could spent school mental health program support poor family child degradation environment deprive million water food world live inequality allows wealthy profit despoiling world endorse war avoid meeting eye poor,1,0
4410,@@14218089,vulnerable,za,however lost greece last week friendly match danny blind men still appear vulnerable back especially team four last five competitive match home soil,0,0
4413,@@26240838,migrant,ph,meeting brussels friday lowerofficials country including italy grappling share migrant burden among eu member meeting nt called deal diciotti standoff expected discus,0,0
4415,@@1299832,refugee,za,nairobi kenya enduring month grenade explosive device attack kenya announced new stringent control aimed primarily somali refugee inside border,0,0
4416,@@18468288,in-need,bd,judicial system intended uphold principle equality law yet common people find hard access system need,1,0
4417,@@8948452,poor-families,au,nonsense mostly poor family diplomatic source colombia told sb,0,0
4419,@@1728540,disabled,ca,white charged following allegation coworker said witnessed white fondling disabled woman breast shower,0,0
4420,@@4521359,vulnerable,pk,haroon said militarism creating culture fear pakistan social mindset root spreading making woman child vulnerable impact,0,0
4422,@@4603389,homeless,jm,unofficially person living street mentally challenged homeless also drug addict real problem lie person unsound mind making habit attacking unsuspecting resident day man attacked stone carrying work street resort town,0,0
4423,@@16532777,in-need,nz,engage two player cooperative gameplay simply connect additional controller buddy taking control bee team second player able grab quill collect store butterfly yooka laylee really need health energy boost even stop trap help player traverse past particularly tricky obstacle,0,0
4426,@@16394012,immigrant,my,meanwhile unrelated development chandra said people including child aged four month detained operation weed illegal immigrant kota kinabalu,0,0
4428,@@3546974,hopeless,ph,atty nepomuceno malaluan convenor right know right coalition organized march urged marcher turn grief rightful indignation instead waiting hopelessly congress pas law month go may election said coalition would turn instead call foi practice,0,0
4429,@@9430433,homeless,in,many middleclass indian relate sentiment drove sonali shetty dehradunbased writer recently filed case delhi restaurant refusing serve homeless child many u pricked contrast easy spending widespread deprivation around u idea help,0,0
4430,@@24087972,migrant,bd,ergon report flag report law enforcement unfairly targeting minority migrant u potential discrimination relation travel restriction citizen certain state,0,0
4431,@@2480266,poor-families,us,nearly percent poor family lived similar amenity,0,0
4432,@@4640888,in-need,jm,must agree jcf appears abysmal state glaring leadership deficiency perception always reality police force definitely need modernisation order become dynamic annihilate crime monster also evolve effective worldclass organisation,0,0
4433,@@3565516,disabled,gb,mother repeatedly told health professional severely disabled daughter hospital bed faulty found dead fell suffocated plastic sheeting court told,0,0
4434,@@20351040,immigrant,sg,myanmar view illegal bangladeshi immigrant nt officially recognize citizen rendering stateless,0,0
4435,@@21923686,in-need,pk,little aid entered red sea port hodeida main conduit unsupervised delivery food medicine vital un effort closest majority people need,0,0
4438,@@10035251,immigrant,bd,quoting one migrant named ali said coyote someone smuggles illegal immigrant u robbed left stranded,0,0
4439,@@1754668,vulnerable,gb,cps said necessary court provide special measure screen videolink make giving evidence easier vulnerable intimidated victim witness,0,0
4440,@@3272251,women,au,read comment woman support group thing suffer understanding support,1,0
4441,@@782270,immigrant,in,estimated around concealed shed garage used home illegal immigrant around london greedy landlord charge extortionate price illegal immigrant,0,0
4442,@@1048740,women,za,woman worst affected unabating wave violent attack,0,0
4443,@@1489313,hopeless,gb,people seem craziest thing come money whether chasing stockmarket bubble paying good money bad home hopelessly underwater idea individual acting homo economicus seems farfetched ivorytower world rationalexpectations theory one find perfectly rational human making judgment using available information satisfy subjective end,0,0
4445,@@3174447,vulnerable,za,serf highlight importance unabridged birth certificate ruling since department home affair responsibility signatory member un child protection convention close loophole protect vulnerable society,1,0
4446,@@2450041,immigrant,us,number undocumented immigrant arrested imprisoned trying enter u would expect caught trying leave right people trying selfdeport politician put prosecuted given prison sentence deported anyway npr ted robbins story,0,0
4447,@@22261868,in-need,in,said policy framed country really need policy,0,0
4448,@@20031646,homeless,sg,new york afp number homeless schoolchildren new york increasing track reach one seven elementary pupil new report revealed tuesday aug,0,0
4449,@@17291961,hopeless,nz,walked right said hi course burst tear kathy say podcast felt pretty hopeless morbidly obese felt like nt anything life nt taking care kathy,0,0
4450,@@1540002,poor-families,us,central government approved education fund billion yuan around billion u dollar million child poor family received financial aid schooling government plan increase ratio education expenditure gross domestic product percent percent,0,0
4452,@@20670456,hopeless,in,elton john fetch extended cameo even see kung fu redoubtable julianne moore though hopelessly miscast sadistic villain whose weapon choice meat grinder,0,0
4453,@@15039489,immigrant,pk,sindh decides register collect data immigrant posted national thenews international http wwwthenewscompk october last updated october news story related toolong breaking news latest news pakistan ne permanent link news story sindh decides register collect data immigrant http toolong,0,0
4454,@@3597435,in-need,us,ensure underserved kid get attention care need partnered new york foundling group support child foster care system family struggling instability among group need,1,0
4455,@@25450095,vulnerable,sg,coral stressed heat carbon dioxide chemical like sunscreen lose colorful algae help derive nutrition photosynthesis process known bleaching bleached coral turn white make vulnerable disease harmful form algae death,0,0
4456,@@4386119,disabled,lk,occurred past gone nt like think concerned future look fruitful opportunity give something dutiful motherland sport think see positively look forward make sri lanka better place globally sport said hopeful malar wish reach pinnacle disabled volleyball,0,0
4459,@@26115620,in-need,gb,found man need father rescue begun hearing dyker ladd lobster boat owned dad uncle,0,0
4461,@@4233095,refugee,au,part regional solution regional problem bilateral attempt solving australian problem malaysia people care must part socalled regional problem solution oneoff acceptance refugee year four year durable contribution part regional problem,0,0
4465,@@23820571,poor-families,nz,poor family endure tele hope wise enough turn,1,0
4466,@@23398086,women,bd,said woman deserve kind choice woman anywhere world,3,1
4467,@@19852955,homeless,nz,joe carolan spokesperson people profit reminds u election year real news story mistreatment poor appalling level homelessness record high level youth suicide,0,0
4468,@@9598532,migrant,gh,presence hundred thousand immigrant uk placed immense pressure national health service school housing crucially wage,0,0
4469,@@1810005,immigrant,gh,like many immigrant coming america eva arrives father younger sister california search better life however eva imagine find happiness first suffer terrible loss life intertwined dark family secret lie deception ambition powerful family,1,0
4470,@@16640356,migrant,nz,claim little evidence support perception immigrant steal job kiwi,0,0
4473,@@15924923,homeless,nz,tyler tell wishtv http bitlyhxxtex use money help pay food clothing homeless,1,0
4475,@@9466880,in-need,ie,m justice heneghan said satisfied mr cuddihy suffering mental disorder definition criminal law insanity act need inpatient care designated centre central mental hospital dundrum,0,0
4476,@@13838544,refugee,nz,sentiment echo senator hanson pushing royal commission islam want intake muslim refugee migrant cease would ban burqa niqab public place,0,0
4477,@@22373975,in-need,nz,mr greig urged anyone need call specialised family violence information line provided useful information connected people service available,0,0
4478,@@1919166,homeless,tz,statement issued far fate homeless flood victim government stance since refused move flood prone area aid receive medical assistance,0,0
4479,@@4368360,hopeless,ph,guest well qualified talk gun brandnew pnp chief director general nicanor bartolome undersecretary alexander padilla presidential adviser peace process chairman government peace negotiating panel talk cppnpandf nandy pacheco founder gunless society long waging valiant seemingly hopeless attempt strict gun control law,0,0
4480,@@14937105,women,za,class zandspruit determined businessmen woman,0,0
4481,@@25225760,immigrant,gh,speech law enforcement conference new orleans monday kirstjen nielsen secretary homeland security piggybacked president claim said october february percent increase number unauthorized immigrant fraudulently using unaccompanied alien child pose family unit order enter united state,0,0
4482,@@19851210,immigrant,gb,owsiak said event open migrant living germany prompting ruling party tweet june really want event poland participation muslim immigrant,0,0
4485,@@4669465,immigrant,jm,applied immigrant visa followed slightly different system arrange document delivery interview received white sheet paper instruction register document delivery paper directed weblink http toolong,0,0
4486,@@9856711,in-need,ke,access need limited ongoing fighting insecurity un spokeswoman alessandra vellucci told news briefing geneva,0,0
4488,@@7323491,vulnerable,in,government keen coopt muslim clergy community head effort counter radicalization islamic state reached section muslim leader home minister rajnath singh apprising threat isi requesting issue appeal vulnerable youth misled violent extremism propagated global terror outfit,0,0
4489,@@14486144,migrant,my,report also revealed sabah registered migrant worker working agriculture plantation construction service domestic worker,0,0
4491,@@4231036,poor-families,lk,volleyball reputation school sport underprivileged school position give facility needed player moreover boy come poor family sadly parent state render support apart humble blessing boy brave win two three title four five tournament annually great achievement point view lakshan added,3,1
4492,@@17054250,vulnerable,gb,stewart befriended vulnerable widow m bailey internet earning way trust later million estate launching lovebombing offensive,0,0
4493,@@111765,hopeless,za,one feature lead could deep sense hopelessness light end tunnel bernhardt said ca nt see solution becomes solution endless possibility could gone wrong,0,0
4495,@@4585461,poor-families,bd,government introduced social safety net measure mitigate impact poverty bottleneck hinder child poor family andor area enjoying public investment however seem ineffective reach goal due inadequacy lead high opportunity cost example amount primary stipend per student remained tk per month single child tk two child family ten year since inception,0,0
4496,@@3657452,refugee,ie,charlie hebdo respected loathed equal measure pulling punch irreverent cartoon poking fun political religious leader polemic world issue artist typically skewer farright politician recently drew criticism number cartoon highlighting case aylan kurdi syrian toddler whose drowned body turkish beach ignited much discussion migrant refugee crisis currently gripping europe,0,0
4497,@@8659393,disabled,hk,recent highprofile case saw intellectually disabled kitchen worker allegedly conned taking loan signing service contract cost total million money said spent loan agency debt restructuring fee trainer wellknown local gym yearold man identified ah sing difficulty answering question press conference pressure sell livein flat pay debt,0,0
4498,@@2314622,vulnerable,au,thing like socioeconomic disadvantage loneliness isolation harsher natural environment vulnerable natural disaster drought,0,0
4499,@@613914,vulnerable,nz,main target small medium business using cheap vulnerable software build website often left plenty back door hacker,0,0
4501,@@20854336,migrant,nz,labour handling tax see lose election major party gazumped minor one everyone enough winston jacinda sparked youthquake another one national take cake party migrant,0,0
4503,@@21082900,in-need,ng,rather friend deceased concern without davido knowledge drove deceased hospital davido detail escorted deceased car davido hilox pilot truck helping fellow human need help,1,0
4505,@@26022482,hopeless,au,smith continued defend arrangement believe nab wealth division conflicted position replied nt believe hopelessly conflicted,0,0
4506,@@24067913,refugee,gh,part president weah expressed appreciation ghana opening door liberian refugee country civil war last ended,0,0
4507,@@24867094,immigrant,au,program lee gelernt deputy director aclu immigrant right project told hayes number separation seen unprecedented,0,0
4508,@@17337936,vulnerable,jm,opposition spokesperson youth culture member parliament lisa hanna also pledged support rise life ongoing work providing healthrelated employability entrepreneurship general life skill vulnerable population,0,0
4509,@@17584890,poor-families,my,rafizi reminded annuar also unikl prochancellor rm prize money would make difference life student university come poor family picture yusof mat isakuala lumpur march tan sri annuar musa channel rm cash prize scholarship fund universiti kuala lumpur unikl instead using reward winner questionable essaywriting contest prove lim kit siang racist pkr rafizi ramli said today,1,0
4510,@@26130399,disabled,lk,threewheelers tractor motorcycle charge rupee motor car cab cargo van carriage disabled person whether motorized charged rupee,0,0
4512,@@17566199,women,hk,authority central chinese city chongqing rejected idea providing designated womenonly car subway system,0,0
4514,@@15992454,women,ng,hundred youth woman child early yesterday took street protest persistent killing loved one gunman suspected herdsman,0,0
4515,@@17442707,immigrant,ca,phan shared story rising immigrant vietnam stay home mother creating company billing million dollar phan concern people health environment led invent patent water filtration bottle pitcher filter water removing impurity contaminant virus increasing alkaline level,1,0
4516,@@14539883,homeless,in,new delhi homeless widow mother three five month pregnant suffering chikungunya yet yearold shanti mohan reject suggestion shift makeshift shelter mayur vihar phase flyover governmentrun home,1,0
4517,@@10092515,women,tz,men must understand woman men competition support betterment family country large,0,0
4518,@@15016662,refugee,my,bright boy wahid mastered italian language two month spoke smattering english help another afghan refugee said slept rough refugee met along way train station doorway port money channelled smuggler grandfather,0,0
4519,@@26252936,immigrant,ng,many older firstgeneration asian immigrant going movie nt rank high hobby interest crowd language barrier seemingly crazy expensive ticket price often turnoff,0,0
4520,@@20421902,homeless,jm,browne said approximately percent population homeless,0,0
4521,@@9387616,in-need,hk,mr wong wai sheung chairman chief executive group said group taken action fulfil corporate social responsibility hope bring warmth care need participating sponsoring various charity activity,4,1
4522,@@21052886,refugee,bd,help bangladesh refugee window would glad help bangladesh,0,0
4523,@@129374,hopeless,gb,deeprooted anger legacy apartheid also new resentment towards former comrade well many lead useless hopeless life said,0,0
4524,@@15319512,homeless,hk,chan remembers meeting young people worked central took lunch box eat pier could afford expensive restaurant add pier important public space elderly homeless people spent time,0,0
4525,@@16505200,hopeless,ca,typical automated response hopelessly biased leftist magazine fact superb job inauguration speech every single point mentioned america need greatest job pointed orderly transfer power unlike recent memory orderly peaceful transition president opposing political party transfer power long stream political insider outsider washington special interest interest common people america fact nary canadian understands basic allimportant fact reveals disappointing stupidity,0,0
4527,@@15517306,in-need,za,family staying friend family day clean debris left fire hoping someone come rescue received emergency relief pack still need clothes bed blanket kitchen appliance,3,1
4528,@@8689782,poor-families,in,nitish moot bpl panel identification poor family,0,0
4529,@@24476864,vulnerable,ca,know captive audience vulnerable senior many home getting care need said gelinas called bedsore nursing care,0,0
4530,@@851189,hopeless,hk,fear paranoia loathing hopelessness manifest social level simple need lash need someone blame step forward mainland individual specifically mainland mothertobe one blame really mainlander,0,0
4531,@@1829913,disabled,gh,equivalent per cent total active population ghana proportion ghanaians without employment even increase per cent consider paid employment translates million active ghanaians paid employment worst affected group ghanaian job crisis include woman young people disabled elderly,0,0
4532,@@17236060,immigrant,nz,danielle mclaughlin new zealand generally fared well term tolerance immigrant part history biculturalism huge diaspora,0,0
4533,@@1109008,immigrant,lk,coast moor large group illegal immigrant kerala made way island th century afghan followed illegal newcomer totally alien local practice,0,0
4534,@@20942363,homeless,au,imagine must like woman faced prospect homelessness real fear would thinking nt belong anywhere home sense word go well beyond wall roof,3,1
4535,@@2243691,immigrant,ph,even observes philippine seems failing people million immigrant seeing better life abroad love country country job offer must go far away look employment,0,0
4539,@@25914803,immigrant,nz,former alabama chief justice nt person targeted third episode controversial satire halfway show baron cohen manages convince two donald trump supporter throw fake birthday party hope catching illegal immigrant,0,0
4540,@@1859219,migrant,tz,even worse habit ancestral attitude class character herder take cattle aspect need higher peasant cattle feed farm impoverishing farmer whole year follows herder merely snort nothing countless conflict settled farmer migrant herder available dialogue,0,0
4541,@@15984622,immigrant,gb,seen photo quickly heralded iconic image nonviolent resistance yearold evans standing calmly front armoured officer protest police brutality baton rouge image striking juxtaposition flowing sundress grace riot gear gun world getting increasingly bleak easy feel hopeless evans reminder single person armed nothing courage significant impact h model immigrant melania trump,3,1
4542,@@22188545,hopeless,us,show imagine new dimension portal universe might favorite world feel hopeless crucial imagine endlessly look beyond plane existence given imagine answer bigger question even come question first place,0,0
4543,@@9063012,refugee,pk,testimony survivor suggests still many people deck able escape according un refugee agency bettica captain estimated may lost,0,0
4544,@@15622185,poor-families,ng,sorry nt correct erring student beating wrong idea fashion inhumane moreover child poor family one big family untouchable even wrong,0,0
4546,@@8637100,migrant,ke,turkey threatened tear march agreement take back migrant cross aegean sea greece eu fails keep promise allow turkish citizen travel without visa schengen area next month,0,0
4547,@@4682269,in-need,jm,landslide hindered rescue team tried use mountain trail reach need said prakash subedi chief district official gorkha region quake centered,0,0
4548,@@9110657,immigrant,au,trump called per cent tariff chinese good building wall across southern border deporting million immigrant living country illegally policy many expert agree would difficult implement disastrous american economy,0,0
4549,@@892670,migrant,ca,rapid development coal industry subsequent construction one two world class steel plant around sydney sydney mine brought increasing number immigrant continental europe middle east island caribbean,0,0
4550,@@22640207,migrant,za,washington trump administration announce monday plan end temporary protected status allowed salvadoran immigrant remain united state u senate aide said,0,0
4551,@@10323412,disabled,bd,los angeles los angeles hospital paid equivalent ransom hacker disabled computer system,0,0
4552,@@19496444,migrant,lk,bangladesh prime minister also pointed importance working jointly find solution common issue faced two country like drug trafficking illegal immigrant,0,0
4553,@@4570613,women,pk,mother azad kashmir joined husband killing yearold daughter dousing acid seeing talking young man elder sister le moved false sense honour concerned crime parent committed demanded police investigation murder could ignored caused sense honour unofficially recognised pakistan element mitigation state pakistan pursues satisfaction honour foreign policy demanding apology pragmatism would benefited people society become violent unconsciously accepted behaviour norm taliban citizen killed country honour half woman proving use violence satisfy honour directed woman,0,0
4555,@@3388979,homeless,au,stand way homeless friendly precinct moral abomination,0,0
4556,@@10051739,homeless,pk,jamaateislami ji chief senator sirajulhaq called utilisation foreign assistance r million rehabilitation earthquake affected people country soon possible urged federal provincial government guaranteeing support homeless people chilly weather,0,0
4558,@@8207434,vulnerable,nz,social development minister anne tolley say cabinet agreed major state care reform complete overhaul child youth family improve longterm life outcome new zealand vulnerable population moregtgt,0,0
