par_id,art_id,keyword,country_code,text,label,class,preprocessed_text
5286,@@23763792,hopeless,sg,"Diplomats in London and Brussels agree that such a timeframe is hopelessly short to forge a deal for which there is no precedent and , since the only alternative is for Britain to crash out of the EU with no arrangement in place and with potentially catastrophic consequences for everyone , an interim agreement giving negotiators more time is inevitable .",0,0,diplomat london brussels agree timeframe hopelessly short forge deal precedent since alternative britain crash eu arrangement place potentially catastrophic consequence everyone interim agreement giving negotiator time inevitable
5287,@@9523702,migrant,gb,"And , just as India was reshaped by these waves of migrants , the samosa also underwent a transformation .",0,0,india reshaped wave migrant samosa also underwent transformation
5288,@@21524074,refugee,bd,""""""" We are giving whatever the various refugee-facilitating departments are asking for . But the pressure wo n't be much , """" Muhith said in reply to a query on how the refugees would affect the budget for 2017-18 fiscal year .""",1,0,giving whatever various refugeefacilitating department asking pressure wo nt much muhith said reply query refugee would affect budget fiscal year
5289,@@13707883,migrant,tz,"The other illegal immigrants , according to the immigration regional chief is Dr Esther Mwenitumba , who prior to the arrest was working as the chief medical officer at the Mburahati health centre . He added that the suspects would be arraigned immediately after completion of investigations .",0,0,illegal immigrant according immigration regional chief dr esther mwenitumba prior arrest working chief medical officer mburahati health centre added suspect would arraigned immediately completion investigation
5290,@@23814919,disabled,my,"The 56-year-old , who was a school gardener , was sentenced by the Sessions Court yesterday for raping a disabled girl .",0,0,yearold school gardener sentenced session court yesterday raping disabled girl
5291,@@21695353,homeless,pk,""""""" As a country , we can look for the missed opportunities in schools , communities and public services to prevent youth homelessness , """" he said , making the case for early intervention to stem the problem .""",0,0,country look missed opportunity school community public service prevent youth homelessness said making case early intervention stem problem
5293,@@3259304,women,ph,""""""" The Committee recommends that the State party Philippines consider reviewing the laws relating to abortion with a view to removing punitive provisions imposed on women who have abortions and provide them with access to quality services for the management of complications arising from unsafe abortions and to reduce women 's maternal mortality rates ... """" -- UN Committee on the Elimination of Discrimination Against Women ( CEDAW )""",0,0,committee recommends state party philippine consider reviewing law relating abortion view removing punitive provision imposed woman abortion provide access quality service management complication arising unsafe abortion reduce woman maternal mortality rate un committee elimination discrimination woman cedaw
5294,@@15435046,migrant,lk,"Nationalists usually raise their head in economic downturns , when people are looking for scapegoats to blame . Minorities , and immigrants and even ' capitalists ' are the usual targets . Capitalists become targets in Europe partly because Jews were identified as capitalists . ( Colombo/Nov17/2016 - Update III ) <h> 1 Comments",0,0,nationalist usually raise head economic downturn people looking scapegoat blame minority immigrant even capitalist usual target capitalist become target europe partly jew identified capitalist colombonov update iii h comment
5295,@@14107545,refugee,gb,"""Gauri van Gulik , Amnesty International 's deputy Europe director , said : """" Shutting a border like in Macedonia does n't mean closing a route for refugees and migrants ; it just means more business for exploitative smugglers , more dangerous routes , and more suffering for people who need protection and care . Instead of laying more razor wire and erecting ever higher fences , Europe 's leaders should end their head-in-the-sand politics and provide meaningful , sustainable solutions . """"""",0,0,gauri van gulik amnesty international deputy europe director said shutting border like macedonia nt mean closing route refugee migrant mean business exploitative smuggler dangerous route suffering people need protection care instead laying razor wire erecting ever higher fence europe leader end headinthesand politics provide meaningful sustainable solution
5296,@@26104953,women,za,"""Sixty-two years ago , they signed a petition . Sixty-two years ago , they marched to Pretoria with that petition . And sixty-two years ago after leaving the petition at the door of the prime minister 's office , they sang as one , """" Wathint ' Abafazi Wathint ' Imbokokodo """" - you strike a woman , you strike a rock ... <h> Marginalisation of impoverished women""",0,0,sixtytwo year ago signed petition sixtytwo year ago marched pretoria petition sixtytwo year ago leaving petition door prime minister office sang one wathint abafazi wathint imbokokodo strike woman strike rock h marginalisation impoverished woman
5297,@@24396887,refugee,ie,"""GAZA ( Reuters ) -- Israeli troops shot dead three protesters along the Gaza border on Friday , Gaza medics said , hours after the UN human rights chief criticized Israel for using """" excessive force """" against demonstrators . Israeli troops have killed 41 Palestinians and wounded more than 5000 others since Gaza residents began staging protests along the border fence on March 30 to demand the right of return for Palestinian refugees .""",0,0,gaza reuters israeli troop shot dead three protester along gaza border friday gaza medic said hour un human right chief criticized israel using excessive force demonstrator israeli troop killed palestinian wounded others since gaza resident began staging protest along border fence march demand right return palestinian refugee
5300,@@2760807,migrant,gb,That was a lesson shatteringly learned when he lost elder brother Chris to a brutal murder at the hands of immigrant worker and paranoid schizophrenic whose long history of mental health problems raised uncomfortable questions of why he was not only walking the streets but had even been allowed into the country .,0,0,lesson shatteringly learned lost elder brother chris brutal murder hand immigrant worker paranoid schizophrenic whose long history mental health problem raised uncomfortable question walking street even allowed country
5301,@@4088697,poor-families,gb,"In Bali , the number of orphanages has doubled in less than a decade , despite two-thirds of the children having parents . Scouts lure cute children from poor families with promises of food and schooling . Some are then forced to work from dawn to dusk on building sites , making jewellery or selling street food . Malnutrition is common .",0,0,bali number orphanage doubled le decade despite twothirds child parent scout lure cute child poor family promise food schooling forced work dawn dusk building site making jewellery selling street food malnutrition common
5303,@@1894982,refugee,tz,"IOM reports that international migratory movements in Africa have become more complex and mixed in recent years , with flows comprising asylum seekers , refugees and irregular migrants . The exodus of migrants from the Horn of Africa ( mainly Ethiopia ) to South Africa is a central issue .",0,0,iom report international migratory movement africa become complex mixed recent year flow comprising asylum seeker refugee irregular migrant exodus migrant horn africa mainly ethiopia south africa central issue
5304,@@22378047,immigrant,au,Exclusive : U.S. memo weakens guidelines for protecting immigrant children in court,0,0,exclusive u memo weakens guideline protecting immigrant child court
5305,@@1955877,in-need,tz,"""Attending to people in these areas is more in line with our vows , as doctors , which directs us to look for ways of assisting those most in need of medical services , """" Prof Jiang told the ' Daily News ' who had accompanied them . It turned out that despite spending two full days catering to those patients , who came for consultation and treatment from the doctors , they still were not able to provide services for all of them .""",0,0,attending people area line vow doctor directs u look way assisting need medical service prof jiang told daily news accompanied turned despite spending two full day catering patient came consultation treatment doctor still able provide service
5306,@@16909645,vulnerable,gb,"Jocelyn Cockburn , a solicitor at the law firm Hodge Jones and Allen , pursued claims over the deployment of lightly armoured Snatch Land Rovers in Iraq and Afghanistan , which were known to be vulnerable to roadside bombs .",0,0,jocelyn cockburn solicitor law firm hodge jones allen pursued claim deployment lightly armoured snatch land rover iraq afghanistan known vulnerable roadside bomb
5307,@@16519016,poor-families,pk,"Under this initiative the plan is to provide health insurance cover to poor families , earning Rs200 or less a day , so that they can get treated at hospitals designated under this programme . The selected beneficiaries are issued health cards that they shall produce when they visit these hospitals for their treatment or that of their family members covered under this scheme .",0,0,initiative plan provide health insurance cover poor family earning r le day get treated hospital designated programme selected beneficiary issued health card shall produce visit hospital treatment family member covered scheme
5308,@@8284777,refugee,nz,"Ahead of the arrival of 45 Syrian refugees to Dunedin next Friday , ODT reporter Vaughan Elder and videographer Craig Baxter visited the Mangere Refugee Resettlement Centre in Auckland and heard the stories of people who worked there .",0,0,ahead arrival syrian refugee dunedin next friday odt reporter vaughan elder videographer craig baxter visited mangere refugee resettlement centre auckland heard story people worked
5309,@@15631224,disabled,gb,"""The shamed South African double amputee , who murdered Reeve Steenkamp on Valentine 's Day in 2013 , won his claim to be moved to a newly refurbished , """" more relaxed """" prison aimed at """" low-risk non violent offenders """" and disabled inmates .""",0,0,shamed south african double amputee murdered reeve steenkamp valentine day claim moved newly refurbished relaxed prison aimed lowrisk non violent offender disabled inmate
5311,@@8032711,immigrant,ng,"The Nigeria Immigration Service , NIS , Cross River state Command , on Friday said it has arrested two illegal immigrants .",0,0,nigeria immigration service ni cross river state command friday said arrested two illegal immigrant
5312,@@14220386,vulnerable,ie,"This means making sure that everyone benefits , particularly vulnerable people or those who need extra support . ' <h> Cookies on Southern Star website",0,0,mean making sure everyone benefit particularly vulnerable people need extra support h cooky southern star website
5313,@@20323193,migrant,nz,"After months of dragging his feet , the president on Tuesday will announce his plans for the Deferred Action for Childhood Arrivals program , or DACA , which has given nearly 800,000 young immigrants the ability to work legally in the country and a reprieve from deportation .",0,0,month dragging foot president tuesday announce plan deferred action childhood arrival program daca given nearly young immigrant ability work legally country reprieve deportation
5314,@@1051122,migrant,gb,"Universities want more overseas students , the Treasury likes the tax returns from migrant workers , and labour markets enjoy the flexibility it brings . Sports clubs and theatres cry foul if controls affect them . Everyone has a special plea .",0,0,university want overseas student treasury like tax return migrant worker labour market enjoy flexibility brings sport club theatre cry foul control affect everyone special plea
5315,@@19100429,hopeless,in,"Interestingly , Kumar had skipped Congress president 's luncheon meeting with many Opposition parties at Parliament House earlier this month , but he had attended Modi 's lunch hosted in honour of a visiting foreign dignitary the very next day . Perhaps he was giving indications of his tacit understanding with Modi which other parties could barely read . After yesterday 's public praise of Kovind , Nitish Kumar , himself an OBC ( Kurmi ) leader , kept Congress hopelessly guessing about his moves for the last few days .",0,0,interestingly kumar skipped congress president luncheon meeting many opposition party parliament house earlier month attended modi lunch hosted honour visiting foreign dignitary next day perhaps giving indication tacit understanding modi party could barely read yesterday public praise kovind nitish kumar obc kurmi leader kept congress hopelessly guessing move last day
5316,@@927219,women,za,"We need leaders who have the attributes of a strong will and resolve if we are to change perceptions of Africans -- not only about women in leadership , but also about women in general .",1,0,need leader attribute strong resolve change perception african woman leadership also woman general
5317,@@4082858,migrant,nz,"Anecdotally , there was evidence the same occurred with New Zealand South Korean immigrants , seeking surgery during visits home , he said .",0,0,anecdotally evidence occurred new zealand south korean immigrant seeking surgery visit home said
5318,@@16101907,vulnerable,ng,""""""" It is also important to know that now that they have been dispossessed of their fortress , the Boko Haram escapees will intensify their cowardly attacks on vulnerable targets if only to maintain an illusion of terror , but there should be no panic because the worst is over . ' '""",0,0,also important know dispossessed fortress boko haram escapee intensify cowardly attack vulnerable target maintain illusion terror panic worst
5319,@@4629529,in-need,jm,""""""" For each patient that the University Hospital admits to the Intensive Care Unit ( ICU ) , there are at least three others that are in need of that space , """" said consultant anaesthetist , Marina Scarlett .""",0,0,patient university hospital admits intensive care unit icu least three others need space said consultant anaesthetist marina scarlett
5322,@@10386122,refugee,gh,"More than a month ago Austria limited the immigration of refugees on its borders , announcing that the country this year will not accept more than 37,500 asylum seekers .",0,0,month ago austria limited immigration refugee border announcing country year accept asylum seeker
5323,@@10127180,disabled,sg,"""Accessible environments empower people with disabilities to go about their daily lives with greater ease . Those who require mobility aids , such as wheelchairs , face barriers while commuting , one of which is getting in and out of vehicles in parking spaces ( """" Fines up for disabled parking misuse """" ; Monday ) .""",0,0,accessible environment empower people disability go daily life greater ease require mobility aid wheelchair face barrier commuting one getting vehicle parking space fine disabled parking misuse monday
5324,@@10269722,disabled,bd,"""There are people in our society who have trouble with walking , moving or talking . Known as disabled to all , they lack the ability to do all kinds of day-to-day activities ; they eventually fail to contribute to the economy and never be part of the independent population of the society . This is what people hold in mind about disabled people . With a view to changing the concept of disability , Physically-challenged Development Foundation ( PDF ) emerged in 2008 as a non-profit organisation yielding the motto : Ability is in our heart . PDF 's objective is to create a better society for the people with disability . In order to achieve this , """" PDF Winter Boot Camp 2016 powered by US Embassy Dhaka """" took place during 29-30 January , 2016 at Sheikh Hasina Youth Development Institute , Savar , Dhaka .""",1,0,people society trouble walking moving talking known disabled lack ability kind daytoday activity eventually fail contribute economy never part independent population society people hold mind disabled people view changing concept disability physicallychallenged development foundation pdf emerged nonprofit organisation yielding motto ability heart pdf objective create better society people disability order achieve pdf winter boot camp powered u embassy dhaka took place january sheikh hasina youth development institute savar dhaka
5325,@@14236572,poor-families,ie,"But you can guess how sick Joe and I were when Mick bowed to Churchill and attacked the garrison , capturing Rory and his men . If Churchill had tried that every volunteer would have flocked to Rory 's cause . And now there are attempts to blame Joe and me for the fighting that has now broken out . We can see through that but our poor families are badly shaken and confused and have asked what we thought we hoped to achieve . And of course because our visits are closely monitored we can not speak plainly to them .",0,0,guess sick joe mick bowed churchill attacked garrison capturing rory men churchill tried every volunteer would flocked rory cause attempt blame joe fighting broken see poor family badly shaken confused asked thought hoped achieve course visit closely monitored speak plainly
5326,@@8340019,vulnerable,ng,"According to a report released by the Global Polio Eradication Initiative ( GPEI ) , between April 17 and May 1 , 155 countries and territories around the world will stop using the trivalent oral polio vaccine ( tOPV ) , which protects against all three strains of wild poliovirus , and replace it with bivalent OPV ( bOPV ) , which protects against the remaining two wild polio strains , types one and three . The GPEI said this effort would provide better protection for children against polio , particularly those most vulnerable to infection .",0,0,according report released global polio eradication initiative gpei april may country territory around world stop using trivalent oral polio vaccine topv protects three strain wild poliovirus replace bivalent opv bopv protects remaining two wild polio strain type one three gpei said effort would provide better protection child polio particularly vulnerable infection
5327,@@19761183,refugee,nz,"""The Doing Our Bit """" Refugees welcome - refugees and the election """" talk will take place at St Luke 's Anglican Church on Thursday .""",0,0,bit refugee welcome refugee election talk take place st luke anglican church thursday
5330,@@9616985,migrant,gb,"""The attacks included two Polish men being savagely beaten up in east London , a Polish community centre in west London being subjected to abusive graffiti and Polish immigrants in Huntingdon , near Cambridge , receiving cards that read : """" Leave the EU -- no more Polish vermin """" .""",0,0,attack included two polish men savagely beaten east london polish community centre west london subjected abusive graffiti polish immigrant huntingdon near cambridge receiving card read leave eu polish vermin
5331,@@10293137,migrant,za,"Rosi captures the migrants ' overwhelming relief to be on dry land , the shock that gives way to mourning for their dead , and the crushing boredom they break up with rough-and-tumble football games .",3,1,rosi capture migrant overwhelming relief dry land shock give way mourning dead crushing boredom break roughandtumble football game
5332,@@653356,refugee,au,"She learns to read with encouragement from her new family and Max , a Jewish refugee who they are hiding under the stairs .",0,0,learns read encouragement new family max jewish refugee hiding stair
5333,@@1856916,immigrant,ng,"LOL where is that BN commenter that was asking for thanksgiving photos from follow-follow people ? See your friends here . We should focus on October 1st sales , May 1st sales , May 27th sales and Eid sales . But nooooo ... before you know it we will start July 4th sales . Also , is n't thanksgiving linked to the massacre of native Americans ( aka MINORITIES ) by bigoted European immigrants who later claimed the land for themselves ? Our own is just to do copy and paste",0,0,lol bn commenter asking thanksgiving photo followfollow people see friend focus october st sale may st sale may th sale eid sale nooooo know start july th sale also nt thanksgiving linked massacre native american aka minority bigoted european immigrant later claimed land copy paste
5334,@@15593528,homeless,lk,"According to the Census and Statistics Board , there is no definite number of beggars and homeless people .",0,0,according census statistic board definite number beggar homeless people
5335,@@70041198,refugee,nz,"Tomorrow morning a group of World Vision youth advocates , including a former South Sudanese refugee , will hand over 750 letters from young people to Immigration Minister Iain Lees-Galloway calling for a change in refugee policy to reflect global humanitarian needs .",0,0,tomorrow morning group world vision youth advocate including former south sudanese refugee hand letter young people immigration minister iain leesgalloway calling change refugee policy reflect global humanitarian need
5336,@@3292079,poor-families,ca,"""None of that backstory was known immediately after her death because Reverend Swale wanted the gift to remain a secret . When builders finished the Church of the Holy Trinity in 1847 , writes Eric Arthur in No Mean City , """" Strachan published a notice inviting ' the poor families of the United Church of England and Ireland to make the church their own ' and another announcing the opening for service of the ' Parochial Church of the Poor of Toronto . ' """"""",1,0,none backstory known immediately death reverend swale wanted gift remain secret builder finished church holy trinity writes eric arthur mean city strachan published notice inviting poor family united church england ireland make church another announcing opening service parochial church poor toronto
5337,@@20721323,homeless,hk,"""At the time I had a British passport . I still do . And yet this advert touched me , even as a child . """" Otherwise being almost British is like being homeless . """" I went to school , as did all Hong Kong children , dressed in much the same way as the boy . I did not think about freedom because I took it for granted . And like the boy , I think , I was almost British .""",1,0,time british passport still yet advert touched even child otherwise almost british like homeless went school hong kong child dressed much way boy think freedom took granted like boy think almost british
5338,@@4066546,vulnerable,ca,"One should not undervalue the cost of the exploitation of young girls by older men . No one , for example , should look away when girls aged 13 or 14 are hanging out with males aged 19 or 20 . Every time we nab a car thief , or a gang member we should be looking to where the girls are because they are not far away . They will have heard that they will be supported and protected , and a lot of young girls are vulnerable to that kind of message .",0,0,one undervalue cost exploitation young girl older men one example look away girl aged hanging male aged every time nab car thief gang member looking girl far away heard supported protected lot young girl vulnerable kind message
5340,@@22908838,vulnerable,nz,"Tina Anderson , clerk of the Aleutians East Borough , was awakened by the quake at her home in Sand Point , an island fishing community about 570 miles ( 917 kilometers ) southwest of Anchorage . Anderson , who lives on high ground , called friends in vulnerable areas to make sure they moved to an evacuation center at the school or to friends with homes on higher ground .",0,0,tina anderson clerk aleutian east borough awakened quake home sand point island fishing community mile kilometer southwest anchorage anderson life high ground called friend vulnerable area make sure moved evacuation center school friend home higher ground
5342,@@26183711,women,ke,"Kenya national women volleyball team players celebrate in a dance after scoring a point against Uganda during their 2018 FIVB World championship qualifiers women match at Kasarani stadium Gymnasium on July 28 , 2017 . Kenya team won 3-0 . Photo/Sportpicha <h> In Summary",0,0,kenya national woman volleyball team player celebrate dance scoring point uganda fivb world championship qualifier woman match kasarani stadium gymnasium july kenya team photosportpicha h summary
5343,@@20209622,immigrant,gb,ONS launch quiz showing true number of immigrants in your area <h> KARL MCDONALD,0,0,ons launch quiz showing true number immigrant area h karl mcdonald
5344,@@428932,disabled,ph,"Mrs. Aviva Dankner , owner of Castra Mall , also reiterated her appreciation for the Philippines ' Open Door Policy and noted the kindness of the Filipino people . She thanked them for their good work in taking care of the elderly and disabled in Israel .",0,0,mr aviva dankner owner castra mall also reiterated appreciation philippine open door policy noted kindness filipino people thanked good work taking care elderly disabled israel
5345,@@22490875,homeless,ke,"' ' Lisa had settled full year house rent , and now that December is quickly coming to an end , I fear I would be homeless in the next couple of days . ' ' Mwanda revealed in a recent TV interview with a Ugandan TV station .",0,0,lisa settled full year house rent december quickly coming end fear would homeless next couple day mwanda revealed recent tv interview ugandan tv station
5347,@@24184517,homeless,ca,"Most of the new funding , more than double the amount from this year , will come from borrowing that voters authorized in 2016 to address homelessness .",0,0,new funding double amount year come borrowing voter authorized address homelessness
5348,@@1733131,poor-families,ca,""""""" It helps to equalize the learning of kids from socio-economically poor families . It also provides an opportunity if kids are early English language learners for teachers to work with them during the breaks to help them know the vocabulary so they can stay caught up . """"""",0,0,help equalize learning kid socioeconomically poor family also provides opportunity kid early english language learner teacher work break help know vocabulary stay caught
5349,@@1883831,vulnerable,tz,"Some critically endangered Rondo dwarf galago were re-recorded from within the project area . There were three endangered and four vulnerable plant species ; and 33,726 ha of the threatened habitat of the East African Coastal Forests is better protected through community based forest management .",0,0,critically endangered rondo dwarf galago rerecorded within project area three endangered four vulnerable plant specie ha threatened habitat east african coastal forest better protected community based forest management
5350,@@7367428,vulnerable,in,"The worst cases of the Zika virus have been reported from South America , especially Brazil , where pregnant women remain the most vulnerable . The virus has led to a growth in the cases of microcephaly -- a condition that results in infants being born with birth defects such as small heads , due to partially-developed brains .",0,0,worst case zika virus reported south america especially brazil pregnant woman remain vulnerable virus led growth case microcephaly condition result infant born birth defect small head due partiallydeveloped brain
5351,@@17270747,hopeless,nz,"Breath may offer too much freedom . It 's easy to end up in an area filled with monsters you are n't ready to handle , and I occasionally got hopelessly lost .",0,0,breath may offer much freedom easy end area filled monster nt ready handle occasionally got hopelessly lost
5352,@@17653262,migrant,au,"Brokers offer a route through which migrants can negotiate with employers , an otherwise thankless task . Unlike formal agencies , informal brokers helped employers with recommendations on character and behaviour , an aspect regarded as very important by women who were recruiting another female to work in their home . <h> Lessons for policy",0,0,broker offer route migrant negotiate employer otherwise thankless task unlike formal agency informal broker helped employer recommendation character behaviour aspect regarded important woman recruiting another female work home h lesson policy
5353,@@14222973,hopeless,au,""""""" Passionate , hopeless romantic with good sense of humour , enjoys sitting on the couch in his pyjamas and also sometimes lying down on the couch in his pyjamas . Looking for a woman who shares his passion for watching TV shows he does n't like because the remote is all the way over there . Severely overweight , shaves whenever he remembers to . """"""",0,0,passionate hopeless romantic good sense humour enjoys sitting couch pyjama also sometimes lying couch pyjama looking woman share passion watching tv show nt like remote way severely overweight shave whenever remembers
5354,@@18822855,refugee,za,A revised executive order in March aimed to address concerns raised by the federal judges . It deleted Iraq from the list and removed an indefinite ban on Syrian refugees .,0,0,revised executive order march aimed address concern raised federal judge deleted iraq list removed indefinite ban syrian refugee
5356,@@24528025,disabled,nz,"Much as people can get sneery about UN commentaries upon their country , the Minister for Disabilities Issues Carmel Sepuloni welcomed this one for the right reasons as an area where international comparisons could prove particularly helpful alongside feedback from our own disabled community .",0,0,much people get sneery un commentary upon country minister disability issue carmel sepuloni welcomed one right reason area international comparison could prove particularly helpful alongside feedback disabled community
5358,@@4933549,migrant,ph,"""Qatar hit back at the ITUC report , particularly its claim that some 7,000 migrant workers will die by the time the games begin . It reiterated its position that no workers have died on World Cup sites , saying the ITUC 's claim """" is groundless and represents a deliberate distortion of the facts . """"""",0,0,qatar hit back ituc report particularly claim migrant worker die time game begin reiterated position worker died world cup site saying ituc claim groundless represents deliberate distortion fact
5359,@@24611718,homeless,nz,""""""" They have after nine years discovered there 's a housing crises and homelessness. """"""",0,0,nine year discovered housing crisis homelessness
5360,@@14911950,vulnerable,nz,"""He agrees that early childhood """" deserves more funding , it should n't be at the expense of the other children . It 's like robbing Peter to pay Paul . This represents an attack on the most vulnerable members of our community """" .""",0,0,agrees early childhood deserves funding nt expense child like robbing peter pay paul represents attack vulnerable member community
5361,@@14534309,refugee,my,""""""" We are forced to leave our country like Snowden . We stand together with him to fight for pardon , """" a 36-year-old refugee from Indonesia , who only gave her name as Dede , told AFP .""",0,0,forced leave country like snowden stand together fight pardon yearold refugee indonesia gave name dede told afp
5362,@@10097582,migrant,lk,"Charlie Hebdo is never out of ideas to stoke up the flames of racism , bigotry , intolerance and hatred . Remember Aylan Kurdi , the two-year-old , whose picture lying face down on a beach in Turkey caused an international outcry over the human cost of the migrant crisis ?",0,0,charlie hebdo never idea stoke flame racism bigotry intolerance hatred remember aylan kurdi twoyearold whose picture lying face beach turkey caused international outcry human cost migrant crisis
5363,@@22526026,refugee,my,"Lastly , there are 22.5 million refugees -- encompassing the 5.3 million Palestinian refugees -- registered by the United Nations High Commissioner for Refugees who have been forced to flee their home societies as a result of violence and armed conflict .",0,0,lastly million refugee encompassing million palestinian refugee registered united nation high commissioner refugee forced flee home society result violence armed conflict
5364,@@40050392,women,sg,"""CONWAY , S.C . ( Reuters ) - U.S. President Donald Trump warned South Carolina on Wednesday """" water is coming your way """" in the aftermath of Hurricane Florence , as the death toll from the massive storm rose to at least 36 after two women were swept away in a sheriff 's van .""",0,0,conway sc reuters u president donald trump warned south carolina wednesday water coming way aftermath hurricane florence death toll massive storm rose least two woman swept away sheriff van
5366,@@1827450,vulnerable,tz,"WFP in collaboration with the government of Malawi is targeting to support nearly 2 million vulnerable people affected by food shortages and WFP will assist over 108,000 of these people through cash transfers .",0,0,wfp collaboration government malawi targeting support nearly million vulnerable people affected food shortage wfp assist people cash transfer
5369,@@8404586,hopeless,nz,No doubt you would have heard Mr English 's recent comments in which he described some of our young New Zealanders as being unreliable and hopeless when it comes to working on farms .,0,0,doubt would heard mr english recent comment described young new zealander unreliable hopeless come working farm
5370,@@17445142,vulnerable,ng,Children between the ages of 5-14 are vulnerable to dying of rabies because of their frequent interactions with dogs and due to their small size .,0,0,child age vulnerable dying rabies frequent interaction dog due small size
5371,@@4631302,refugee,jm,"At the end of last month , there were 68 confirmed polio cases worldwide , compared with just 24 at the same time last year . In 2013 , polio reappeared in Syria , sparking fears the civil war there could ignite a wider outbreak as refugees flee to other countries across the region . The virus has also been identified in the sewage system in Israel , the West Bank and Gaza , although no cases have been spotted . <h> ADVERTISEMENT",0,0,end last month confirmed polio case worldwide compared time last year polio reappeared syria sparking fear civil war could ignite wider outbreak refugee flee country across region virus also identified sewage system israel west bank gaza although case spotted h advertisement
5372,@@2151870,migrant,sg,"Prime Minister John Key was raised in a state house in Christchurch by his widowed immigrant mother , and the Auckland municipal government plans to create a NZ$1.5 million sculpture of one on the city 's waterfront .",0,0,prime minister john key raised state house christchurch widowed immigrant mother auckland municipal government plan create nz million sculpture one city waterfront
5373,@@21353810,in-need,gb,"NTU has invested in three new members of staff on its wellbeing team , including adviser Rachael Sisson . I sit with her in a small room where large windows let in the sunshine . She works through the messages that have come through the online form , prioritising those most in need and phoning them first , making notes on her pad as she listens . She has a warm but professional style that I imagine would be a tonic for a student in distress .",0,0,ntu invested three new member staff wellbeing team including adviser rachael sisson sit small room large window let sunshine work message come online form prioritising need phoning first making note pad listens warm professional style imagine would tonic student distress
5375,@@3218859,poor-families,za,"""Girls arriving from West Africa are likely to be on their way to a life on the streets . """" The female minors mostly come from poor families , are illiterate and lured with the promise of a job in Europe , """" says Save the Children Italia 's report .""",0,0,girl arriving west africa likely way life street female minor mostly come poor family illiterate lured promise job europe say save child italia report
5376,@@17061065,disabled,hk,"Korean Air has a total of 25 volunteer groups which actively perform various volunteer projects at orphanages , rehabilitation centers for the disabled , as well as senior care centers to support disadvantaged groups . The airline actively encourages and supports these groups to perform volunteer acts in various countries , including Thailand , Philippines and Mongolia .",1,0,korean air total volunteer group actively perform various volunteer project orphanage rehabilitation center disabled well senior care center support disadvantaged group airline actively encourages support group perform volunteer act various country including thailand philippine mongolia
5377,@@22214833,in-need,nz,"When Eddie Darney started working at BurgerFuel at age sixteen , still at school and in need of a part-time job , he had no idea he would end up owning the place eleven years later .",0,0,eddie darney started working burgerfuel age sixteen still school need parttime job idea would end owning place eleven year later
5378,@@4768036,homeless,gb,"The new year brought housing inequality into sharp focus , especially in the capital . With homelessness rising , the average house price 16 times the average Londoner 's salary , five million people on housing waiting lists , and the social housing stock having fallen by 43,850 in 2013-14 , tenants , trade unionists and housing campaigners marched on London City Hall on 31 January in protest .",0,0,new year brought housing inequality sharp focus especially capital homelessness rising average house price time average londoner salary five million people housing waiting list social housing stock fallen tenant trade unionist housing campaigner marched london city hall january protest
5379,@@15428495,migrant,ng,"In the wake of Trump 's November 8 election victory , de Blasio said the city would delete from its data base by year-end the names of hundreds of thousands of undocumented immigrants who have received a city ID card , so they can not be identified or deported by the incoming administration .",0,0,wake trump november election victory de blasio said city would delete data base yearend name hundred thousand undocumented immigrant received city id card identified deported incoming administration
5380,@@1880808,immigrant,tz,"Due to the malpractice , she said , the Immigration Department has found itself in a situation where it ' indirectly ' produces illegal immigrants , despite the fact that , they legally own passports .",0,0,due malpractice said immigration department found situation indirectly produce illegal immigrant despite fact legally passport
5381,@@10377399,immigrant,my,"""British Prime Minister David Cameron has been able to receive an undertaking from the EU the """" ever closer union """" thrust would not apply to Britain , and that the extensive UK welfare benefits would not be enjoyed by freely-moving EU immigrants , including a four-year moratorium before such immigrants in work could even enjoy supportive family tax benefits .""",0,0,british prime minister david cameron able receive undertaking eu ever closer union thrust would apply britain extensive uk welfare benefit would enjoyed freelymoving eu immigrant including fouryear moratorium immigrant work could even enjoy supportive family tax benefit
5382,@@1844970,poor-families,tz,"The Bank Group 's support focused on major transformational projects in agriculture and power , and also on social safety nets , conditional cash transfers for poor families , job creation programs for young people , and higher education .",0,0,bank group support focused major transformational project agriculture power also social safety net conditional cash transfer poor family job creation program young people higher education
5383,@@23909749,disabled,us,"""Paro the furry seal cries softly while an elderly woman pets it . Pepper , a humanoid , waves while leading a group of senior citizens in exercises . The upright Tree guides a disabled man taking shaky steps , saying in a gentle feminine voice , """" right , left , well done ! """"""",0,0,paro furry seal cry softly elderly woman pet pepper humanoid wave leading group senior citizen exercise upright tree guide disabled man taking shaky step saying gentle feminine voice right left well done
5384,@@10124737,migrant,lk,"""Wasantha Samarasinghe , the Convener of Voice Against Corruption , warned that job opportunities of all in the Information Technology sector were at stake as an influx of immigrant labour from India would disrupt the local salary structure within the country . He called for discussions between the government and relevant industry sectors before any official agreement was signed , warning that if discussions were not held """" we would bring the people together and work on behalf of the people """"""",0,0,wasantha samarasinghe convener voice corruption warned job opportunity information technology sector stake influx immigrant labour india would disrupt local salary structure within country called discussion government relevant industry sector official agreement signed warning discussion held would bring people together work behalf people
